대화ID,화자A ID,화자A 성별,화자A 연령대,화자B ID,화자B 성별,화자B 연령대,화자C ID,화자C 성별,화자C 연령대,주제,키워드,발화 번호,발화자,발화,신조어
,,,,,,,,,,,,15,A,인정ㅋㅋ. 협력을 하면 우리나라 위신도 살고 얼마나 좋아~,
,,,,,,,,,,,,16,B,앞으로도 이런 흐뭇한 내용의 소식이 많아지면 좋겠네ㅋㅋ.,
213782,0001,남자,20,0145,여자,20,,,,과학 기술,에너지 절감,1,A,슈나이더 일렉트릭 코리아 에너지 절감 솔루션에 대해 들어봤어?,
,,,,,,,,,,,,2,B,에너지 절감 솔루션? 어떤 거야?,
,,,,,,,,,,,,3,A,슈나이더 일렉트릭이 선박의 에너지 절감을 위한 통합 전력 관리 솔루션을 제안했대,
,,,,,,,,,,,,4,B,오! 선박의 에너지 절감이라니! 그러면 배출량도 줄일 수 있겠네,
,,,,,,,,,,,,5,A,맞아! 국제 해운업계에서도 온실가스 배출 억제를 위한 탄소 배출 총량 감소를 목표로 하고 있거든,
,,,,,,,,,,,,6,B,에너지효율지수와 선박의 온실가스 배출량을 등급으로 구분하는 탄소집약도지수도 시행한다고 들었어,
,,,,,,,,,,,,7,A,"맞아! 해양수산부 조사에 따르면 EEXI를 충족하지 못한 선박은 약 72.4%나 되고, CII 규제를 충족하지 못하는 선박도 34.2%나 차지하고 있대",
,,,,,,,,,,,,8,B,국내 선박 기업들도 탈탄소화 작업에 속도를 올려야겠네,
,,,,,,,,,,,,9,A,맞아! 그래서 슈나이더 일렉트릭이 에너지 절감을 위한 통합 전력 관리 솔루션을 제안한 거야,
,,,,,,,,,,,,10,B,그러면 그 솔루션으로 에너지를 효율적으로 관리하고 배출량을 줄일 수 있겠네!,
,,,,,,,,,,,,11,A,맞아! 그렇게 선박의 에너지 절감과 탄소 배출 감소를 도모할 수 있어,
,,,,,,,,,,,,12,B,국내 해운 업계에 큰 변화가 필요한 시점이네,
,,,,,,,,,,,,13,A,맞아! 이제는 탈탄소화에 속도를 내야 해,
,,,,,,,,,,,,14,B,슈나이더 일렉트릭의 솔루션을 도입하면 국내 해운 업계도 큰 도움이 될 거야,
,,,,,,,,,,,,15,A,그래! 슈나이더 일렉트릭의 에너지 절감 솔루션은 꼭 필요한 거야,
,,,,,,,,,,,,16,B,그렇지! 에너지 절감과 탄소 배출 감소를 위해 노력해야지,
027487,0079,여자,20,0103,남자,20,,,,과학 기술,과학영재학교,1,A,과학영재학교가 두 곳이나 신설되나봐,
,,,,,,,,,,,,2,B,와 레알? 어디에 신설되는 거야?,레알
,,,,,,,,,,,,3,A,광주과학기술원과 충북 KAIST 부설 AI 바이오 영재학교래,
,,,,,,,,,,,,4,B,대박이네! 그러면 과학영재학교가 총 몇 곳이 될까?,
,,,,,,,,,,,,5,A,10곳이 되는 거 같아. 과기정통부 학교도 3곳으로 늘어난대,
,,,,,,,,,,,,6,B,와 렬루 국내 과학영재교육이 확대되는구나,렬루
,,,,,,,,,,,,7,A,"맞아! 영재학교 학생들도 과학기술원 조기진학이 가능해지고, 학생부에 영재교육 이력을 적을 수도 있대",
,,,,,,,,,,,,8,B,와 대박! 그러면 영재학교 학생들이 더 많이 성과를 내겠네,
,,,,,,,,,,,,9,A,맞아 맞아! 그리고 대학원생에게도 대통령 과학장학금을 주는 거래,
,,,,,,,,,,,,10,B,와 이제 대학원생들도 더 노력할 거야,
,,,,,,,,,,,,11,A,그리고 과학영재 발굴을 위해 미국과 협력해서 글로벌 과학영재 창의연구 제도도 도입한대,
,,,,,,,,,,,,12,B,완전 머단해! 국내외에서 우수한 과학영재들이 많이 양성될 것 같아,머단해
,,,,,,,,,,,,13,A,맞아 맞아! 그리고 수학영재도 양성하는 허준이 수학난제연구소를 개설하고 확대한대,
,,,,,,,,,,,,14,B,와 수학영재도 엄청 많이 나오겠네,
,,,,,,,,,,,,15,A,그래! 정부가 과학영재교육에 엄청 큰 투자를 하는 거 같아,
,,,,,,,,,,,,16,B,이번에 신설되는 과학영재학교들도 박박이겠다!,박박
104254,0031,여자,20,0107,남자,20,,,,과학 기술,배달로봇,1,A,요즘 로봇이 정말 많아진 것 같아,
,,,,,,,,,,,,2,B,맞아. 예전엔 거의 못봤는데,
,,,,,,,,,,,,3,A,이젠 식당 안에서도 로봇이 서빙을 하더라,
,,,,,,,,,,,,4,B,나도 그거 보고 깜놀했었어.,깜놀
,,,,,,,,,,,,5,A,그럼 이제 배달하는 로봇도 볼 수 있겠지?,
,,,,,,,,,,,,6,B,응. 11월부터는 로봇도 거리를 돌아다닐 수 있다고 해,
,,,,,,,,,,,,7,A,그래? 혹시 배달 로봇 관련 법도 있어?,
,,,,,,,,,,,,8,B,응. 11월부터는 로봇도 거리를 돌아다닐 수 있대.,
,,,,,,,,,,,,9,A,레알? 혹시 로봇 관련 법도 있어?,레알
,,,,,,,,,,,,10,B,응. 지능형 로봇 개발 및 보급 촉진법과 로봇의 보도 이동을 허용하는 도로교통법 개정안이 국회를 통과했어.,
,,,,,,,,,,,,11,A,아하. 그럼 지금 운행중인 로봇도 있어?,
,,,,,,,,,,,,12,B,응. 건국대 캠퍼스 안에서 뉴비라는 로봇이 운행하고 있어.,
,,,,,,,,,,,,13,A,그렇구나. 배달 로봇도 생기다니 넘 신기해,
,,,,,,,,,,,,14,B,나도 처음에 알고 너무 놀랐어,
,,,,,,,,,,,,15,A,이제 로봇이 활용되는 분야가 더 많아지겠지?,
,,,,,,,,,,,,16,B,아무래도 그렇지 않을까? 넘 신기하다,
052380,0073,여자,20,0102,남자,20,,,,과학 기술,히마 그룹,1,A,히마 그룹에 대해 들어봤어?,
,,,,,,,,,,,,2,B,"응, 히마 그룹은 철도와 프로세스 산업의 안전 자동화 솔루션을 공급하는 기업이야",
,,,,,,,,,,,,3,A,"오, 그래서 히마 그룹이 히말라야 이노베이션 랩을 출범한 거지?",
,,,,,,,,,,,,4,B,맞아 히말라야 이노베이션 랩은 히마의 혁신을 강화하고 지속 가능한 성장을 위해 설립된 연구소야,
,,,,,,,,,,,,5,A,히말라야 이노베이션 랩은 어디에 위치해?,
,,,,,,,,,,,,6,B,히말라야 이노베이션 랩은 만하임의 테일러 지역 그린 비즈니스 파크에 있어,
,,,,,,,,,,,,7,A,히마 그룹은 히말라야 이노베이션 랩을 확장한다고 했던데,
,,,,,,,,,,,,8,B,맞아 출범 1주년을 맞아 인력 충원 등 확장 계획을 가지고 있대,
,,,,,,,,,,,,9,A,히마 그룹은 어떤 프로젝트를 추진하고 있어?,
,,,,,,,,,,,,10,B,히마는 혁신 제품 개발과 고객과의 협업을 중점으로 하는 프로젝트를 진행 중이야,
,,,,,,,,,,,,11,A,히마 그룹의 혁신 제품은 어떤 거야?,
,,,,,,,,,,,,12,B,"아직 개발 중이라서 자세한 건 모르겠지만, 히마 그룹 전체에서 혁신이 부각되고 있어",
,,,,,,,,,,,,13,A,히마 그룹은 지속 가능한 성장에도 투자하고 있구나,
,,,,,,,,,,,,14,B,마좌 히말라야를 통해 혁신을 강화하고 있어,마좌
,,,,,,,,,,,,15,A,히마 그룹은 앞으로 더 발전할 거야,
,,,,,,,,,,,,16,B,"그렇지, 히마 그룹의 미래가 기대되는군",
125652,0089,여자,30,0111,남자,30,,,,과학 기술,CC인증,1,A,CC인증이 중요해!,
,,,,,,,,,,,,2,B,그래! 정보 보안이 필요하니까,
,,,,,,,,,,,,3,A,한국인터넷진흥원이 CC인증 컨설팅을 제공하더라,
,,,,,,,,,,,,4,B,렬루? 그러면 기업들에게 도움이 될 거야,렬루
,,,,,,,,,,,,5,A,맞아! 컨설팅 받은 기업 85%가 도움됐다고 응답했어,
,,,,,,,,,,,,6,B,머단해! 그럼 보안 기업들에게 부담 완화와 제품 성능 향상에 도움이 될 거야,머단해
,,,,,,,,,,,,7,A,맞아! 그리고 CC인증은 정보 보안평가 인증을 위한 평가 기준이야,
,,,,,,,,,,,,8,B,EAL1부터 EAL7까지 등급이 있는 거지?,
,,,,,,,,,,,,9,A,맞아! EAL7은 핵무기 등 최고등급의 안정성이 요구되는 제품에서 사용돼,
,,,,,,,,,,,,10,B,대박! 렬루다가 중요한 인증이네,렬루
,,,,,,,,,,,,11,A,그래! KISA가 무료로 컨설팅을 지원해줘서 좋아,
,,,,,,,,,,,,12,B,한국인터넷진흥원과 과학기술정보통신부가 같이하는 거지?,
,,,,,,,,,,,,13,A,맞아! 국내 정보보호제품의 성능과 보안성을 강화하기 위해 노력하고 있어,
,,,,,,,,,,,,14,B,짜짜 좋은 일이야! 우리 정보 보안이 더 안전해질 거야,짜짜
,,,,,,,,,,,,15,A,그렇지! 우리도 CC인증을 받아보는 게 ㅇㄸ?,ㅇㄸ
,,,,,,,,,,,,16,B,좋은 생각이야! 우리 제품의 안정성을 높여야지,
065500,0080,남자,20,0150,여자,20,,,,과학 기술,과학기술 미래인재 컨퍼런스,1,A,와 이번에 과학기술 미래인재 컨퍼런스가 개최되는데 꼭 가봐야겠어!,
,,,,,,,,,,,,2,B,나도 가고 싶다ㅠㅠ 언제 개최되는 거야?,
,,,,,,,,,,,,3,A,11월 26일부터 27일까지 양일간 온라인으로 개최된다고 해!,
,,,,,,,,,,,,4,B,온라인으로 개최되는 거면 우리도 참여할 수 있겠네!,
,,,,,,,,,,,,5,A,맞아! 컨퍼런스 공식 홈페이지에서 연사 정보도 확인할 수 있고 질문도 할 수 있대,
,,,,,,,,,,,,6,B,연사 정보 확인하고 질문도 할 수 있다니 진짜 좋은 기회인 것 같아,
,,,,,,,,,,,,7,A,그래서 컨퍼런스에서는 어떤 주제로 이야기가 나올까 궁금하다,
,,,,,,,,,,,,8,B,미래인재포럼과 미래인재 토크콘서트로 구성되어 있대. 정책 혁신 방향과 과학기술에 관심 있는 일반인들이 참여할 수 있을 거야,
,,,,,,,,,,,,9,A,와 레알루다가 흥미로운 주제들이네! 특히 토마스 프레이 다빈치연구소장의 기조강연은 꼭 듣고 싶다,레알
,,,,,,,,,,,,10,B,토마스 프레이 다빈치연구소장의 주제도 궁금하다. 향후 20년에 대한 준비라니,
,,,,,,,,,,,,11,A,그리고 배순민 KT AI2XL 연구소장도 발제와 토론을 진행할 예정이래. AI 인재가 모여드는 연구 생태계에 대해 이야기할 거야,
,,,,,,,,,,,,12,B,와 AI 인재에 대한 이야기도 흥미로울 것 같아. 레알루다가 다양한 주제들이 있는 컨퍼런스인 것 같아,레알
,,,,,,,,,,,,13,A,"맞아! 이번 컨퍼런스에서는 과학의 일상과 미래의 상상, 인재의 비상에 대해 이야기할 거래",
,,,,,,,,,,,,14,B,"과학의 일상과 미래의 상상, 인재의 비상이라니! 레알 흥미로운 주제들이네",레알
,,,,,,,,,,,,15,A,그래서 우리도 컨퍼런스에 참여해서 다양한 주제들에 대해 알아보고 싶다,
,,,,,,,,,,,,16,B,맞아! 우리도 컨퍼런스에 참여해서 새로운 지식을 얻고 같이 이야기해보자!,
120938,0086,여자,30,0112,남자,30,,,,과학 기술,월드 오브 워크래프트,1,A,대박 확장팩 ㅇㄸ?,
,,,,,,,,,,,,2,B,대박? 짜짜 재밌어!,짜짜
,,,,,,,,,,,,3,A,용군단에서 티어 장비 세트가 약해졌대,
,,,,,,,,,,,,4,B,렬루? 왜 그래?,렬루
,,,,,,,,,,,,5,A,개발진이 의존도 완화를 목표로 했대,
,,,,,,,,,,,,6,B,그래서 티어 세트가 없어도 즐길 수 있게 만들었다는 거야?,
,,,,,,,,,,,,7,A,맞아! 자원 생성이나 쿨기 관리에만 영향을 줘,
,,,,,,,,,,,,8,B,그래도 티어 효과가 약해진 건 아쉬워,
,,,,,,,,,,,,9,A,어둠땅 9.2 버전에 비해 약해진 거 같아,
,,,,,,,,,,,,10,B,그래도 복잡하거나 사이클에 영향을 주는 직업 세트는 아니라고 하더라,
,,,,,,,,,,,,11,A,향후에 티어 효과 상향도 가능성이 열려있대,
,,,,,,,,,,,,12,B,그러면 기대해볼만 하겠네!,
,,,,,,,,,,,,13,A,용군단에서는 티어 장비 세트에 대한 의존도가 낮아질 거래,
,,,,,,,,,,,,14,B,그래서 다른 장비들도 중요해진 거야?,
,,,,,,,,,,,,15,A,그렇지! 다양한 장비들을 활용해야 할 것 같아,
,,,,,,,,,,,,16,B,대박 하면 끝이 없는 게임이지만 레알 재밌어!,레알
077132,0087,여자,30,0112,남자,30,,,,과학 기술,공급망 공격,1,A,"안녕! 최근에 들은 소식인데, 현대오토에버가 공급망 공격으로 인한 피해를 최소화하기 위해 보안 점검을 실시하고 있다고 해!",
,,,,,,,,,,,,2,B,와! 그렇게 심각한가봐. 근데 공급망 공격이 뭐임?,
,,,,,,,,,,,,3,A,공급망 공격은 외부 협력사를 통해 발생하는 사이버 공격이래. 소프트웨어 공급망에 대한 사이버 공격이 최근에 많이 증가했다고 해!,
,,,,,,,,,,,,4,B,엄청나게 증가했다니까! 외부 협력사들이 약한 보안 체계를 가지고 있어서 타깃이 되기 쉬운 거지?,
,,,,,,,,,,,,5,A,"맞아! 현대오토에버는 상주 협력사와 내부망, 상시 연결된 협력사 등을 선정해 보안 점검을 진행했대.",
,,,,,,,,,,,,6,B,그래서 점검을 통해 어떤 개선 방향을 설정했어?,
,,,,,,,,,,,,7,A,협력사 보안 절차 개선과 악성코드 감염 예방을 개선하고 있다고 해. 그리고 엔드포인트 보안을 강화하고 있어!,
,,,,,,,,,,,,8,B,엔드포인트 보안이 뭐임? 좀 더 자세히 알려줘!,
,,,,,,,,,,,,9,A,엔드포인트는 기업의 데이터에 접근하기 위해 지나야 하는 첫 관문이야. 데스크톱이나 모바일 디바이스를 말해!,
,,,,,,,,,,,,10,B,아하! 그러면 엔드포인트 보안을 강화하면 더 안전하게 데이터를 보호할 수 있겠네!,
,,,,,,,,,,,,11,A,맞아! 보안 환경의 변화에 따라 엔드포인트 보안을 강화하는 게중요하다고 생각해!,
,,,,,,,,,,,,12,B,글쿠나. 협력사들도 보안에 더 신경을 써야겠다!,글쿠나
,,,,,,,,,,,,13,A,맞아! 협력사들도 약한 고리로 여겨져 공급망 공격의 타깃이 되기 쉬우니까 조심해야 해!,
,,,,,,,,,,,,14,B,알겠어. 보안에 대해 더 알아봐야겠다. 공급망 공격은 짜짜 위험한 일이네!,짜짜
,,,,,,,,,,,,15,A,그래! 우리도 보안에 대해 더 알아가면 좋을 것 같아!,
,,,,,,,,,,,,16,B,그래! 같이 공부하면 더 좋을 텐데!,
208028,0001,남자,20,0149,여자,20,,,,과학 기술,과학,1,A,과학이 렬루 머단해!,렬루;머단해
,,,,,,,,,,,,2,B,"응, 과학은 우리를 구해줄거야!",
,,,,,,,,,,,,3,A,오바마 전 대통령이 트위터에 '과학을 따릅시다'라고 했대,
,,,,,,,,,,,,4,B,마좌 코로나19 때문에 과학이 레알 중요해졌어,마좌;레알
,,,,,,,,,,,,5,A,렬루 그래! 코로나19는 어떻게 극복해야 할까?,렬루
,,,,,,,,,,,,6,B,과학적인 방법으로 감염 예방하고 치료하는 게 중요해,
,,,,,,,,,,,,7,A,마스크를 착용하고 손을 자주 씻자!,
,,,,,,,,,,,,8,B,그리고 거리두기도 잘 지켜야 해,
,,,,,,,,,,,,9,A,마좌 우리가 책임져야지,마좌
,,,,,,,,,,,,10,B,정부도 과학에 기반한 정책을 세워야 해,
,,,,,,,,,,,,11,A,그래야 코로나19를 빨리 이겨낼 수 있을 텐데,
,,,,,,,,,,,,12,B,마좌 우리 모두 함께 노력해야 해,마좌
,,,,,,,,,,,,13,A,과학은 언제나 우리를 지켜줄거야,
,,,,,,,,,,,,14,B,ㅇㅇ 우리는 과학에 믿음을 갖고 극복해야 해,ㅇㅇ
,,,,,,,,,,,,15,A,"고마워, 과학!",
,,,,,,,,,,,,16,B,과학에 고마워~,
166060,0012,여자,30,0118,남자,30,,,,과학 기술,NFT,1,A,와 이거 봄? NFT 크리에이터 되는 방법 책이 나왔더라,
,,,,,,,,,,,,2,B,레알? NFT가 대세인가봐,레알
,,,,,,,,,,,,3,A,"응, 2021년은 NFT의 해였대",
,,,,,,,,,,,,4,B,그래서 NFT가 머임?,머임
,,,,,,,,,,,,5,A,NFT는 블록체인을 이용한 디지털 자산이야,
,,,,,,,,,,,,6,B,그러면 왜 NFT가 그렇게 핫한거야?,
,,,,,,,,,,,,7,A,NFT는 희소성과 유한성을 가지고 있어서 인기가 많아,
,,,,,,,,,,,,8,B,그래서 NFT 크리에이터가 되려면 어떻게 해야해?,
,,,,,,,,,,,,9,A,이 책에는 NFT 크리에이터가 되기 위한 내용이 다 나와있어,
,,,,,,,,,,,,10,B,ㄹㅇ? 그러면 나도 한 번 츄라이해봐야겠다,츄라이하다;ㄹㅇ
,,,,,,,,,,,,11,A,그래! 책에 나온 대로 따라하다 보면 NFT 크리에이터가 될 수 있을 거야,
,,,,,,,,,,,,12,B,어렵지 않을까봐 걱정되는데,
,,,,,,,,,,,,13,A,책은 컴맹이라도 쉽게 따라할 수 있도록 안내해줘,
,,,,,,,,,,,,14,B,그러면 나도 한 번 츄라이해봐야겠다 ㅋㅋ,츄라이하다
,,,,,,,,,,,,15,A,그래! 츄라이해보면 재밌을 거야,츄라이하다
,,,,,,,,,,,,16,B,"알았어, 고마워!",
056214,0076,여자,20,0108,남자,20,,,,과학 기술,태양광 에너지,1,A,태양광 에너지에 대해 들어봤어?,
,,,,,,,,,,,,2,B,"응, 태양에서 나오는 에너지를 이용해서 전기를 생산하는 거지?",
,,,,,,,,,,,,3,A,맞아! 최근에 호주에서 태양광 에너지 관련 소식이 있더라,
,,,,,,,,,,,,4,B,짜짜? 뭐가 있었어?,짜짜
,,,,,,,,,,,,5,A,호주 SCE 에너지 솔루션즈가 800개의 태양광 설비를 모니터링하고 있대,
,,,,,,,,,,,,6,B,와 그렇게 많은 설비를 모니터링하다니 레전드다,
,,,,,,,,,,,,7,A,마좌 그리고 타이고 에너지가 그 공급 업계를 선도하고 있다고 해,마좌
,,,,,,,,,,,,8,B,타이고 에너지는 뭔가? 첨 들어봤는데,
,,,,,,,,,,,,9,A,태양광 발전용 플렉스 모듈 레벨 전력 전자를 공급하는 회사래,
,,,,,,,,,,,,10,B,"아, 그러면 태양광 발전에 필요한 장비를 공급하는 거구나",
,,,,,,,,,,,,11,A,맞아 그리고 그 사람들의 소프트웨어 플랫폼을 활용해 서비스를 확대하고 있대,
,,,,,,,,,,,,12,B,서비스를 확대한다면 더 많은 사람들이 태양광 에너지를 이용할 수 있겠네,
,,,,,,,,,,,,13,A,맞아 그리고 소유자들이 시스템을 최상의 상태로 유지할 수 있도록 지원하고 있어,
,,,,,,,,,,,,14,B,시스템을 잘 유지하면 더 효율적으로 에너지를 생산할 수 있겠지,
,,,,,,,,,,,,15,A,맞아 그리고 시스템 소유자들을 위한 화면도 제공하고 있어,
,,,,,,,,,,,,16,B,화면을 통해 에너지 생산량을 확인하고 공유할 수 있겠네,
102706,0021,여자,20,0110,남자,20,,,,과학 기술,제임스 웹 우주망원경,1,A,남쪽 고리 성운 사진이 제임스 웹이 찍은 거였나?,
,,,,,,,,,,,,2,B,"응응, 제임스 웹 우주 망원경이 찍은 거 맞음.",
,,,,,,,,,,,,3,A,그 사진 찍은 게 작년이었던가??,
,,,,,,,,,,,,4,B,ㅇㅇ 작년 맞음. 2022년 7월 12일에 촬영한 사진이었음.,ㅇㅇ
,,,,,,,,,,,,5,A,나 그 사진 놋북 배경화면이거든 ㅋㅋ.,
,,,,,,,,,,,,6,B,"아 진짜?? ㅋㅋ. 하긴, 제임스 웹이 찍은 사진들 배경화면으로 잘 쓰이더라 ㅋㅋ.",
,,,,,,,,,,,,7,A,ㅋㅋ 근데 제임스 웹은 어떤 구조로 만들어져 있는 거임??,
,,,,,,,,,,,,8,B,"엄청 복잡하게 만들어져 있는데... 뭐 크게크게 보면 주경이랑 보조거울, 5겹 차양막, 태양 전지판, 안테나, 이런 것들로 되어 있징.",
,,,,,,,,,,,,9,A,5겹 차양막은 어디에 쓰이는 건데??,
,,,,,,,,,,,,10,B,태양빛을 차단해 줘서 제임스 웹 망원경이 적외선을 더 세밀하게 감지할 수 있게 함.,
,,,,,,,,,,,,11,A,"오, 진짜 신기방기 뿡뿡방기 ㅋㅋ.",신기방기 뿡뿡방기
,,,,,,,,,,,,12,B,이거 만든 사람들이 진짜 사기캐임 ㅋㅋ.,사기캐
,,,,,,,,,,,,13,A,ㅋㅋ 진짜 똑똑이들인 듯. 근데 주경은 거울인 거?,
,,,,,,,,,,,,14,B,지름이 6.5m인 금색 거울 18개 붙여서 만들었음.,
,,,,,,,,,,,,15,A,"오, 그래서 벌집 모양처럼 생겼구나 ㅋㅋ.",
,,,,,,,,,,,,16,B,ㅇㅇ 그 부분이 젤 간지나는 듯.,간지;ㅇㅇ
118098,0084,여자,30,0119,남자,30,,,,과학 기술,메타버스,1,A,메타버스가 대세야,
,,,,,,,,,,,,2,B,응응! 메타버스는 미래야,
,,,,,,,,,,,,3,A,메타버스로 여행도 가능하다는데,
,,,,,,,,,,,,4,B,짜짜? 대박이다!,대박;짜짜
,,,,,,,,,,,,5,A,응! 가상 현실에서 여행을 즐길 수 있어,
,,,,,,,,,,,,6,B,대박! 그러면 관광지도 가상으로 둘러볼 수 있겠네,
,,,,,,,,,,,,7,A,맞아! 실제로 가지 않아도 느낌이 날 거야,
,,,,,,,,,,,,8,B,진짜 머박이다! 언제부터 이런 기술이 나왔어?,머박
,,,,,,,,,,,,9,A,메타버스는 최근에 각광받고 있는 기술이야,
,,,,,,,,,,,,10,B,나도 한 번 체험해봐야겠다,
,,,,,,,,,,,,11,A,응! 꼭 해봐야해,
,,,,,,,,,,,,12,B,메타버스로는 어떤 것들을 할 수 있어?,
,,,,,,,,,,,,13,A,"게임이나 쇼핑, 소셜 미디어 등 다양한 활동이 가능해",
,,,,,,,,,,,,14,B,레알 신기하다! 나도 참여해야지,레알
,,,,,,,,,,,,15,A,그래! 메타버스의 매력을 느껴봐,
,,,,,,,,,,,,16,B,ㅇㅋㅇㅋ 곧 체험해보자,
047431,0095,남자,30,0155,여자,30,,,,과학 기술,레다테크,1,A,와 이거 봄? 레다테크가 상장사로 전환하는 거래를 체결했대!,
,,,,,,,,,,,,2,B,렬루? 그러면 레다테크가 더 큰 성장을 할 수 있겠네,렬루
,,,,,,,,,,,,3,A,맞아! 상장되면 더 많은 투자를 받을 수 있을 거야,
,,,,,,,,,,,,4,B,그러면 기술 개발에도 더 많은 돈을 투자할 수 있겠다,
,,,,,,,,,,,,5,A,맞아! 그래서 더 혁신적인 기술을 개발할 수 있을 거야,
,,,,,,,,,,,,6,B,레다테크가 얼마나 가치 있는 기업인지 알 수 있겠다,
,,,,,,,,,,,,7,A,맞아! 비공식 재무제표 주식 가치가 3억4800만달러라고 해,
,,,,,,,,,,,,8,B,와 머박이네! 레다테크는 엄청 성장할 것 같아,머박
,,,,,,,,,,,,9,A,그래! 그리고 6600만달러의 총 현금 수익도 얻을 수 있대,
,,,,,,,,,,,,10,B,현금 수익도 많이 얻을 수 있으면 좋겠다,
,,,,,,,,,,,,11,A,그래! 그 돈으로 더 많은 제품을 개발하고 확대할 수 있을 거야,
,,,,,,,,,,,,12,B,레다테크 제품들은 항상 좋은 평가를 받는 것 같아,
,,,,,,,,,,,,13,A,맞아! 그래서 더 많은 고객들이 사용하고 싶어하더라,
,,,,,,,,,,,,14,B,나도 한 번 사용해봐야겠다,
,,,,,,,,,,,,15,A,그래! 너도 레다테크 제품을 사용하면 좋을 거야,
,,,,,,,,,,,,16,B,ㅇㅋㅇㅋ 기대돼!,
121064,0086,여자,30,0115,남자,30,,,,과학 기술,서머너즈 워: 크로니클,1,A,서머너즈 워: 크로니클 레알 재밌어?,레알
,,,,,,,,,,,,2,B,진짜! 소환수 육성이 짱갓이야!,짱갓
,,,,,,,,,,,,3,A,그래? 어떤 소환수가 좋아?,
,,,,,,,,,,,,4,B,물 소환수가 최고야! ㅋㅋ,
,,,,,,,,,,,,5,A,나는 불 소환수가 좋아!,
,,,,,,,,,,,,6,B,불 소환수도 괜찮아! ㅎㅎ,
,,,,,,,,,,,,7,A,그러면 어떤 전략으로 플레이해?,
,,,,,,,,,,,,8,B,나는 공격적으로 플레이해!,
,,,,,,,,,,,,9,A,나는 방어적으로 플레이해!,
,,,,,,,,,,,,10,B,그래도 재미있겠다! ㅋㅋ,
,,,,,,,,,,,,11,A,맞아! 다양한 전략을 시도해보자!,
,,,,,,,,,,,,12,B,그래! 서머너즈 워 레알 최고야!,레알
,,,,,,,,,,,,13,A,맞아! 글로벌에서도 인기가 많아!,
,,,,,,,,,,,,14,B,서머너즈 워: 천공의 아레나도 좋아!,
,,,,,,,,,,,,15,A,그래! 두 게임 다 재밌어!,
,,,,,,,,,,,,16,B,앞으로 더 기대되는 게임이 많겠다!,
044938,0092,여자,30,0114,남자,30,,,,과학 기술,뇌,1,A,뇌가 나이에 상관없이 향상될 수 있다고 해.,
,,,,,,,,,,,,2,B,레알? 그러면 어떻게 하면 되는 거야?,레알
,,,,,,,,,,,,3,A,생활 습관과 사고 방식을 바꾸면 돼!,
,,,,,,,,,,,,4,B,그러면 뇌 구조가 근육처럼 강화되는 거야?,
,,,,,,,,,,,,5,A,맞아! 뇌를 꾸준히 훈련시키면 더 발전할 수 있어.,
,,,,,,,,,,,,6,B,그러면 뇌를 훈련시키는 방법이 뭐가 있어?,
,,,,,,,,,,,,7,A,"예를 들면, 독서나 퍼즐 풀기 같은 활동이 좋아.",
,,,,,,,,,,,,8,B,글쿠나! 그 외에도 뇌를 향상시키는 방법이 있을까?,글쿠나
,,,,,,,,,,,,9,A,운동이나 건강한 식단도 뇌에 좋아!,
,,,,,,,,,,,,10,B,그러면 뇌를 향상시키면 기억력도 좋아지는 거야?,
,,,,,,,,,,,,11,A,맞아! 뇌를 향상시키면 기억력도 향상돼.,
,,,,,,,,,,,,12,B,그러면 나이가 들어도 기억력을 유지할 수 있겠네.,
,,,,,,,,,,,,13,A,그렇지! 나이에 상관없이 뇌를 발전시킬 수 있어.,
,,,,,,,,,,,,14,B,그러면 나도 뇌를 향상시키는 방법을 찾아봐야겠어.,
,,,,,,,,,,,,15,A,그래! 뇌를 향상시키면 삶의 질도 더 좋아질 거야.,
,,,,,,,,,,,,16,B,알겠어! 뇌를 향상시키는 방법을 찾아봐야겠어.,
117480,0084,여자,30,0112,남자,30,,,,과학 기술,"삼성전자, 이미지센서, 소니",1,A,와 삼성전자가 이미지센서를 출시했대!,
,,,,,,,,,,,,2,B,렬루? 어떤 이미지센서야?,렬루
,,,,,,,,,,,,3,A,아이소셀 HP2라는 거래. 최신 기술이 대거 적용됐대!,
,,,,,,,,,,,,4,B,대박! 그러면 소니랑 경쟁하려는 건가?,
,,,,,,,,,,,,5,A,맞아! 소니가 이미지센서 시장에서 1위래. 삼성은 2위야.,
,,,,,,,,,,,,6,B,그러면 삼성이 소니를 추격하려는 거구나!,
,,,,,,,,,,,,7,A,맞아! 삼성은 매년 점유율을 끌어올리면서 소니를 추격하고 있어.,
,,,,,,,,,,,,8,B,내달에 공개될 갤럭시S23에 탑재될 거라던데.,
,,,,,,,,,,,,9,A,그래! 갤럭시S23의 흥행이 소니와의 점유율 격차를 줄이는 데 중요할 거야.,
,,,,,,,,,,,,10,B,삼성은 업계 최신 기술을 많이 적용했다고 하더라.,
,,,,,,,,,,,,11,A,업계 최초로 듀얼 버티컬 트랜스퍼 게이트 기술을 적용했대.,
,,,,,,,,,,,,12,B,와 레전드다! 그래서 전하저장용량도 높였다는 거지?,
,,,,,,,,,,,,13,A,맞아! 최대 33%까지 높였대.,
,,,,,,,,,,,,14,B,삼성은 항상 기술력이 레전드다.,
,,,,,,,,,,,,15,A,그래! 삼성은 계속해서 기술력을 발전시키고 있어.,
,,,,,,,,,,,,16,B,앞으로도 기대되는 회사야!,
