대화ID,화자A ID,화자A 성별,화자A 연령대,화자B ID,화자B 성별,화자B 연령대,화자C ID,화자C 성별,화자C 연령대,주제,키워드,발화 번호,발화자,발화,신조어
,,,,,,,,,,,,14,B,그래서 다양한 화장품 관련 기업에서 경력을 쌓았다는 거지?,
,,,,,,,,,,,,15,A,맞아! 그리고 회사 다닐 때도 상품 기획 인력 채용이 어려워서 도움을 요청받았어,
,,,,,,,,,,,,16,B,그래서 창업을 하게 되었구나. 온유의 뜻이 무엇인지 알려줘,
040811,0087,여자,30,0113,남자,30,,,,미용과 패션,Mary Kay,1,A,아 너 지금 Mary Kay에 대해 들음?,
,,,,,,,,,,,,2,B,"응, 무슨 일 있었어?",
,,,,,,,,,,,,3,A,Mary Kay에서 James Whatley가 최고 정보 책임자로 임명됐대!,
,,,,,,,,,,,,4,B,와우내 그렇게 대단한 사람이라니 레게노다!,레게노;와우내
,,,,,,,,,,,,5,A,그래! 그 사람이 Mary Kay의 디지털 혁신 노력을 주도할 거래.,
,,,,,,,,,,,,6,B,레알 대단한 일이야. 그 사람은 어떤 일을 할 거야?,레알
,,,,,,,,,,,,7,A,그 사람은 Mary Kay 독립 뷰티 컨설턴트들이 도구와 기술을 통해 자신들의 잠재력을 발휘할 수 있게 해줄 거래.,
,,,,,,,,,,,,8,B,"글쿠나, 그러면 그 사람이 개발한 Mary Kay의 디지털 속성은 뭐가 있어?",글쿠나
,,,,,,,,,,,,9,A,"MaryKay.com, Mary Kay InTouch, 온라인 주문, 독립 판매 대상의 개인 비즈니스 웹사이트 등이 있대.",
,,,,,,,,,,,,10,B,와 그렇게 많은 걸 개발했구나. Mary Kay는 세계에서 가장 큰 직접 판매 업체 중 하나야.,
,,,,,,,,,,,,11,A,맞아 그래서 Mary Kay는 수백만 개의 주문을 처리하고 있어.,
,,,,,,,,,,,,12,B,그게 레게노다. 그래서 James Whatley는 Mary Kay에 몇 년 동안 있었던 거지?,레게노
,,,,,,,,,,,,13,A,25년 동안 있었대. 그 사람은 독립 뷰티 컨설턴트가 언제 어디서든 비즈니스를 운영할 수 있도록 시스템을 디자인하는 데 중요한 역할을 했어.,
,,,,,,,,,,,,14,B,그 사람은 렬루 대단한 사람이야. 그 사람은 어떤 학력을 가지고 있어?,렬루
,,,,,,,,,,,,15,A,그 사람은 뉴올리언스 대학교에서 경영 정보 시스템 학사 학위를 받았어.,
,,,,,,,,,,,,16,B,진짜 레게노다. 그리고 Mary Kay에 합류하기 전에 Software Spectrum와 Electronic Data Systems (EDS)에서 일했었대.,레게노
110191,0080,여자,20,0104,남자,20,,,,미용과 패션,던필드플러스,1,A,던필드플러스 대표이사 송재연 언제 론칭해?,
,,,,,,,,,,,,2,B,2023년에 론칭할 거야! 기대돼!,
,,,,,,,,,,,,3,A,론칭하면 어떤 옷들이 판매될까?,
,,,,,,,,,,,,4,B,여성복이야! 송재연 대표가 여성복 브랜드를 론칭하려고 해!,
,,,,,,,,,,,,5,A,던필드플러스는 사회공헌도 활발하게 하고 있대,
,,,,,,,,,,,,6,B,그래! 어려운 시대에도 회사와 임직원들을 지키고 발전하는 회사로 만들어가겠다고 약속했대,
,,,,,,,,,,,,7,A,송재연 대표는 미래의 이끌어갈 여성 지도자상도 받았대,
,,,,,,,,,,,,8,B,그래! 같이 걷고 있는 동료들과 같이 받는 상이라고 말했어,
,,,,,,,,,,,,9,A,송재연 대표는 던필드 창업자인 어머니를 스승으로 생각하고 있대,
,,,,,,,,,,,,10,B,어머니가 하나뿐인 가족이자 스승이라고 말했지,
,,,,,,,,,,,,11,A,송재연 대표는 박사 학위를 포기하고 던필드에 입사했대,
,,,,,,,,,,,,12,B,탄 싱가포르 크로커다일 회장의 강력한 권유로 입사를 택했다고 했어,
,,,,,,,,,,,,13,A,서순희 회장보다 더 훌륭한 교수는 없다는 말에 입사를 했다고 했지,
,,,,,,,,,,,,14,B,그 한 방이 송재연 대표를 새로운 세계로 이끌었어,
,,,,,,,,,,,,15,A,송재연 대표는 미지상을 멈춤 없이 발전하라는 격려의 상이라고 생각하고 있대,
,,,,,,,,,,,,16,B,멈춤 없이 발전하겠다는 소감을 밝혔지,
260908,0001,남자,20,0145,여자,20,,,,미용과 패션,스킨케어,1,A,스킨케어 제품 좋아해?,
,,,,,,,,,,,,2,B,"응, 피부 관리 중이야",
,,,,,,,,,,,,3,A,어떤 브랜드 쓰니?,
,,,,,,,,,,,,4,B,랭카스터 써봤어!,
,,,,,,,,,,,,5,A,랭카스터 좋은가봐,
,,,,,,,,,,,,6,B,짜짜 굿굿!,짜짜
,,,,,,,,,,,,7,A,스킨케어 매출 목표에 대해 들어봤어?,
,,,,,,,,,,,,8,B,2025년에 5억~6억 달러야!,
,,,,,,,,,,,,9,A,레게노다,레게노
,,,,,,,,,,,,10,B,우리도 좀 벌고 싶다,
,,,,,,,,,,,,11,A,나도 스킨케어에 관심 있어!,
,,,,,,,,,,,,12,B,함께 관리하자,
,,,,,,,,,,,,13,A,당근!,당근
,,,,,,,,,,,,14,B,모나코에 제조시설이 있대,
,,,,,,,,,,,,15,A,레알루다가 멋지다,레알
,,,,,,,,,,,,16,B,지금부터 열심히 관리해야지!,
008557,0054,여자,30,0119,남자,30,,,,미용과 패션,아디다스 축구화 손흥민 에디션,1,A,이번에 아디다스에서 한정판 축구화 나온대.,
,,,,,,,,,,,,2,B,한정판이야 주기적으로 나오는건데... 뭐... 어떤 한정판인데?,
,,,,,,,,,,,,3,A,손흥민 에디션 나오는거야ㅋㅋ. 몰랐지?,
,,,,,,,,,,,,4,B,헐... 손흥민이면 얘기가 달라지지~ 근데 갑자기 왜 나오는거야?,
,,,,,,,,,,,,5,A,아디다스가 손흥민 후원하는건 알지? 그게 벌써 15년인데 그걸 기념하는거래.,
,,,,,,,,,,,,6,B,시간 진짜 빠르구나... 그래서 언제 출시되는데?,
,,,,,,,,,,,,7,A,7월 18일에 나온대. 손흥민 덕후로서 완전 기대중!,덕후
,,,,,,,,,,,,8,B,생각해보니까 아디다스에서 아시아 선수 한정판 나오는건 첨인거 같은데 맞나?,
,,,,,,,,,,,,9,A,"어. 맞아. 메시, 베컴 같은 세계적인 선수 한정판 나온 적은 많은데 아시아 선수 한정판은 이번이 첨이야.",
,,,,,,,,,,,,10,B,대단하네... 디자인이 중요한데 이뻐? 사진 봄?,
,,,,,,,,,,,,11,A,"웅. 보니까 형광 노랑, 분홍, 보라 같은 네온컬러가 포인트더라. 옆에는 손흥민이라고 한글로 적혀 있고.",
,,,,,,,,,,,,12,B,완전 화려하겠는데? 완전 소장각!,소장각
,,,,,,,,,,,,13,A,그니까... 너무 인기가 많을까봐 걱정이야.,
,,,,,,,,,,,,14,B,넌 운이 좋으니까 인기 아무리 많아도 구할거야. 너무 걱정하지마.,
,,,,,,,,,,,,15,A,그리고 2개 사서 하나는 신고 나머지는 모셔둘까도 고민중...,
,,,,,,,,,,,,16,B,괜찮은데? 하나만 사면 아까워서 제대로 신지도 못할거 같으니까 그냥 사~,
259329,0001,남자,20,0147,여자,20,,,,미용과 패션,색조화장품,1,A,색조화장품을 자주 사용해?,
,,,,,,,,,,,,2,B,"응, 항상 화장하고 다니는 편이야",
,,,,,,,,,,,,3,A,미국의 색조화장품 시장이 성장세를 보이고 있는대,
,,,,,,,,,,,,4,B,ㄹㅇ 어떤 이유에서 그런걸까,ㄹㅇ
,,,,,,,,,,,,5,A,보고서에 따르면 가성비 제품들과 프리미엄 제품들의 효과가 비슷하다고 해서,
,,,,,,,,,,,,6,B,글쿠나. 그런데 듑 색조화장품은 왜 사는거야?,글쿠나
,,,,,,,,,,,,7,A,18~24세와 25~34세 소비자들 중 일부는 소셜 미디어를 통해 접하고 사기 때문이래,
,,,,,,,,,,,,8,B,글쿠나. 그러면 듑 제품과 진품의 차이는 뭘까?,글쿠나
,,,,,,,,,,,,9,A,드는 거지? 듑은 진품의 복제품이라는 뜻이야,
,,,,,,,,,,,,10,B,그래서 듑 제품은 짜짜 효과가 없다는 거야?,짜짜
,,,,,,,,,,,,11,A,"효과는 있는 거 같은데, 가격이 싸서 사는 사람도 있대",
,,,,,,,,,,,,12,B,글쿠나. 나는 가성비 제품보다는 프리미엄 제품을 선호해,글쿠나
,,,,,,,,,,,,13,A,프리미엄 제품은 가격과 상관없이 좋은 효과가 있는 거 같지?,
,,,,,,,,,,,,14,B,"응, 그렇지. 그래도 각자 입맛대로 사는 게 좋지",
,,,,,,,,,,,,15,A,맞아 각자에게 맞는 제품을 찾는 게 중요해,
,,,,,,,,,,,,16,B,"응, 그렇게 하면 화장을 할 때 더 자신감이 생기겠지",
257912,0001,남자,20,0150,여자,20,,,,미용과 패션,K-뷰티,1,A,K-뷰티 분야의 글로벌 마켓이 2027년에 139억 달러에 도달할 것 같아,
,,,,,,,,,,,,2,B,충공! 와! 그렇게 많은 돈이 돌아다니다니 대박이네 ㅋㅋ,대박;충공
,,,,,,,,,,,,3,A,그래! 2019년에는 102억 달러였는데 2027년에는 139억 달러로 늘어날 것 같아,
,,,,,,,,,,,,4,B,말도 안돼! 그렇게 성장할 수 있다니 신기하다 ㅎㅎ,
,,,,,,,,,,,,5,A,지난해에는 100억 달러를 넘어서서 이미 커다란 시장이라고 하더라,
,,,,,,,,,,,,6,B,디지털 마케팅 전략이 유행하고 있는데 그것 때문에 더 성장할 것 같아,
,,,,,,,,,,,,7,A,맞아! 소비자들은 특유의 원료가 들어간 제품을 선호하는 경향이 있대,
,,,,,,,,,,,,8,B,"그래서 달팽이 점액이나 봉독, 불가사리 추출물 등이 인기가 많다는 거지?",
,,,,,,,,,,,,9,A,"응, 맞아! 그런 제품들이 인기를 끌고 있어",
,,,,,,,,,,,,10,B,짜짜 머박이다! 나도 한 번 시도해봐야겠어 ㅋㅋ,머박;짜짜
,,,,,,,,,,,,11,A,레알 좋은 시기에 K-뷰티 시장에 뛰어들었네,레알
,,,,,,,,,,,,12,B,맞아! 우리는 렬루 잘한 것 같아 ㅎㅎ,렬루
,,,,,,,,,,,,13,A,앞으로도 K-뷰티 시장은 계속 성장할 것 같아,
,,,,,,,,,,,,14,B,그래! 우리는 계속 발전해야겠다 ㅋㅋ,
,,,,,,,,,,,,15,A,너무 기대돼! K-뷰티 시장이 더욱더 발전하길 바라,
,,,,,,,,,,,,16,B,맞아! 우리가 K-뷰티 시장을 키워나가자!,
041110,0088,여자,30,0116,남자,30,,,,미용과 패션,コリアパックおよび併催イベントICPIウイーク,1,A,아 이번에 한국에서 패션과 미용 관련된 이벤트가 열린다더라,
,,,,,,,,,,,,2,B,ㄹㅇ? 어떤 이벤트야?,
,,,,,,,,,,,,3,A,"코리아팩과 ICPI주간이래. 패키지, 화장품, 의약품 전시회래",
,,,,,,,,,,,,4,B,와 머박이네! 언제 열리는데?,머박
,,,,,,,,,,,,5,A,2022년 6월 14일부터 17일까지 개최된다고 해,
,,,,,,,,,,,,6,B,키움텍스에서 열리는거지? 그러면 꽤 큰 규모인가봐,
,,,,,,,,,,,,7,A,"응, 1500개의 기업과 3500개의 부스가 있고 8만 평방미터의 면적을 차지한다고 하더라",
,,,,,,,,,,,,8,B,"오우예 씨몬, 굉장한 규모네. 그러면 어떤 제품들이 전시되는 거야?",오우예 씨몬
,,,,,,,,,,,,9,A,"패키지 기계, 포장 재료, 패키지 인쇄기, 포장 검사 장비, 포장 가공 기계, 패키지 디자인, 음식 가공 기계 등이 주요 제품군이래",
,,,,,,,,,,,,10,B,다양한 제품들이 있네. 그리고 이번 이벤트는 다른 전시회와 어떤 점이 다른 거야?,
,,,,,,,,,,,,11,A,코리아팩은 다른 전시회하고는 다르게 독특한 제품과 서비스의 다양성과 참가업체와 방문객의 국제적인 특성이 있다고 해,
,,,,,,,,,,,,12,B,그래서 굉장히 다양한 사람들이 참여하겠네. 그리고 다른 이벤트들도 있나?,
,,,,,,,,,,,,13,A,"ICPI주간에는 KOREA MAT, COPHEX, KOREA CHEM, KOREA PHARM BIO, KOREA LAB, CI KOREA 등 6개의 이벤트가 같이 개최된다고 해",
,,,,,,,,,,,,14,B,"글쿠나. 그럼 참가자들은 제품 개발부터 생산, 포장, 물류, 판매까지 모든 과정을 볼 수 있는 거야?",글쿠나
,,,,,,,,,,,,15,A,마좌 이번 이벤트를 통해 참가자들은 그 모든 과정을 확인할 수 있다고 해,마좌
,,,,,,,,,,,,16,B,그렇담 이번 이벤트를 통해 많은 비즈니스 기회를 얻을 수 있을 것 같아,
106431,0078,남자,20,0141,여자,20,,,,미용과 패션,"카카오, 네이버, 명품 화장품, 에르메스",1,A,카카오와 네이버가 명품 화장품으로 이용자를 묶어두는 전략을 펼치고 있어,
,,,,,,,,,,,,2,B,레알루다가? 그러면 어떤 명품 화장품이 있는 거야?,레알
,,,,,,,,,,,,3,A,카카오톡 선물하기와 네이버쇼핑에서 판매하는 명품 화장품이 늘고 있대,
,,,,,,,,,,,,4,B,에르메스도 판매하나?,
,,,,,,,,,,,,5,A,"응, 최근에 카카오톡 선물하기에 에르메스 화장품이 등장했어",
,,,,,,,,,,,,6,B,와우내 에르메스 뷰티가 카카오톡에 입점했단 말이야?,와우내
,,,,,,,,,,,,7,A,맞아 에르메스 뷰티가 카카오커머스에서 브랜드관을 열었대,
,,,,,,,,,,,,8,B,에르메스 뷰티의 제품은 어떤 게 있어?,
,,,,,,,,,,,,9,A,"립스틱, 향수, 바디케어 등 에르메스 뷰티의 22가지 제품을 판매하고 있어",
,,,,,,,,,,,,10,B,에르메스 부티크에서 제공하는 전용 선물 포장 서비스도 받을 수 있대,
,,,,,,,,,,,,11,A,구입한 품목과 수량에 따라 에르메스를 상징하는 전용 포장이 제공돼,
,,,,,,,,,,,,12,B,와 직접 전할 때와 동일한 수준의 서비스를 받을 수 있겠다,
,,,,,,,,,,,,13,A,카카오가 관계형 커머스 기능을 강화하면서 에르메스가 카카오톡으로 들어왔어,
,,,,,,,,,,,,14,B,에르메스 입점으로 카카오의 이커머스 경쟁력이 높아질 거야,
,,,,,,,,,,,,15,A,마좌 카카오는 명품 뷰티로 이용자를 유치하는 전략을 펼치고 있어,마좌
,,,,,,,,,,,,16,B,카카오와 네이버의 경쟁이 더 치열해질 것 같아,
138425,0102,여자,20,0108,남자,20,,,,미용과 패션,다이어트,1,A,다이어트 얘기 좀 해볼까?,
,,,,,,,,,,,,2,B,응! 나도 다이어트 해봤는데 효과가 없더라,
,,,,,,,,,,,,3,A,나도 그랬어. 1 달  동안 몇 킬로 감량하겠다고 다짐하면 금방 지치고 포기하게 돼,
,,,,,,,,,,,,4,B,마좌 나도 그랬어. 다짐은 많이 하게 될수록 유지하는 기간이 짧아져,마좌
,,,,,,,,,,,,5,A,그래서 다른 다이어트 방법을 찾아봤는데 효과가 없더라,
,,,,,,,,,,,,6,B,나도 그랬어. 약이나 굶기 다이어트는 영양 불균형이 생겨서 몸이 안 좋아지더라,
,,,,,,,,,,,,7,A,그래서 나는 매일 30분 줄넘기를 시작했어,
,,,,,,,,,,,,8,B,줄넘기로 다이어트를 하다니 신선한 아이디어네!,
,,,,,,,,,,,,9,A,그래! 간편하고 어디서나 할 수 있어서 좋아,
,,,,,,,,,,,,10,B,근데 첨에는 힘들지 않았어?,
,,,,,,,,,,,,11,A,맞아 거친 숨을 몰아쉬게 되고 허벅지도 아팠어,
,,,,,,,,,,,,12,B,근데 효과는 있었어?,
,,,,,,,,,,,,13,A,"응, 체중이 조금씩 줄어들고 몸도 조금씩 탄력이 생겼어",
,,,,,,,,,,,,14,B,와 그렇게 좋은 거야? 나도 해봐야겠다,
,,,,,,,,,,,,15,A,너도 해보면 좋을 거 같아! 같이 다이어트하면 더 재미있을 거야,
,,,,,,,,,,,,16,B,그래! 같이 다이어트 해서 건강하고 예쁜 몸 만들자!,
257899,0001,남자,20,0141,여자,20,,,,미용과 패션,비타민,1,A,비타민 성분이 피부에 굿굿!,
,,,,,,,,,,,,2,B,맞아! 비타민C가 미백에 효과가 있지!,
,,,,,,,,,,,,3,A,그래서 'Morning C Night A' 루틴이 유행이래,
,,,,,,,,,,,,4,B,나도 그 루틴으로 스킨케어해봐야겠다 ㅎㅎ,
,,,,,,,,,,,,5,A,티몰에 'Morning C Night A' 제품이 많이 팔렸더라,
,,,,,,,,,,,,6,B,레알? 난 타오바오에서 사봐야겠다,레알
,,,,,,,,,,,,7,A,비타민A도 피부에 좋다던데,
,,,,,,,,,,,,8,B,그래서 밤에는 비타민A를 사용해야겠다,
,,,,,,,,,,,,9,A,비타민C와 비타민A 조합이 말모말모야!,말모말모
,,,,,,,,,,,,10,B,"응, 피부에 좋을 것 같아서 꾸준히 해야지!",
,,,,,,,,,,,,11,A,아침에는 비타민C로 상쾌하게 시작하자,
,,,,,,,,,,,,12,B,그리고 밤에는 비타민A로 피부를 진정시키자,
,,,,,,,,,,,,13,A,그렇다면 피부가 좋아질 것 같아!,
,,,,,,,,,,,,14,B,화장품 성분에 더 관심을 갖게 되었어,
,,,,,,,,,,,,15,A,나도 그래! 피부에 좋은 성분을 찾아볼게,
,,,,,,,,,,,,16,B,함께 피부 관리하면 더 좋을 것 같아!,
171620,0097,여자,30,0114,남자,30,,,,미용과 패션,K뷰티,1,A,"헐, K뷰티 혁신전략이 엄청 대단내!",대단내
,,,,,,,,,,,,2,B,"응, 정부가 K뷰티를 통해 화장품 정책을 발전시키려는 거지",
,,,,,,,,,,,,3,A,수출확대와 글로벌 리딩기업 육성이 중요한 목표래,
,,,,,,,,,,,,4,B,"응, 그리고 신규 일자리 창출도 중요하다고 하더라",
,,,,,,,,,,,,5,A,포스트 코로나 시대에는 K뷰티가 더 중요해질 것 같아,
,,,,,,,,,,,,6,B,마좌 K뷰티가 한국의 화장품 산업을 선도할 거야,마좌
,,,,,,,,,,,,7,A,김미희 팀장이 2021 화장품 정책방향을 발표했대,
,,,,,,,,,,,,8,B,화장품 정책방향에는 4가지 세부 추진내용이 있는 거 같아,
,,,,,,,,,,,,9,A,그 중에서도 혁신기술 개발과 해외진출 지원이 중요해,
,,,,,,,,,,,,10,B,친환경 소재 개발과 최신 피부과학 기술 개발이 포함돼 있어,
,,,,,,,,,,,,11,A,"돈도 많이 투입되는 거 같은데, 엄청나네",
,,,,,,,,,,,,12,B,마좌 284억원이나 투입된다고 하더라,마좌
,,,,,,,,,,,,13,A,K뷰티 산업은 성장할 가능성이 높은 거 같아,
,,,,,,,,,,,,14,B,"응, 그리고 규제개선과 기업 활동 제고도 중요하다고 해",
,,,,,,,,,,,,15,A,화장품 산업이 더욱 발전하면 좋겠다,
,,,,,,,,,,,,16,B,마좌 우리나라 화장품이 세계적으로 핫해지면 좋을 텐데,마좌;핫해
108406,0079,여자,20,0105,남자,20,,,,미용과 패션,K-뷰티,1,A,이쁘다 코스메틱 매장에 들렀어 ㅋㅋ,
,,,,,,,,,,,,2,B,와 짜짜? 어떤 제품들이 있었어?,짜짜
,,,,,,,,,,,,3,A,"한국 브랜드 제품들이 많았어! 홀리카홀리카, 미샤, 네오젠 등이 있었어",
,,,,,,,,,,,,4,B,그러면 가격은 어땠어?,
,,,,,,,,,,,,5,A,가격도 합리적이었어! 높은 품질에 합리적인 가격이라고 하더라,
,,,,,,,,,,,,6,B,그래? 그러면 나도 한 번 가봐야겠다,
,,,,,,,,,,,,7,A,꼭 가보길 추천해! 온라인 매장도 있어서 편하게 구매할 수 있어,
,,,,,,,,,,,,8,B,그러면 온라인 매장에서도 같은 제품을 구매할 수 있겠네,
,,,,,,,,,,,,9,A,맞아! 온라인에서도 다양한 제품을 구매할 수 있어,
,,,,,,,,,,,,10,B,그러면 멀티 뷰티숍에서는 어떤 서비스를 제공해?,
,,,,,,,,,,,,11,A,메이크업과 헤어 서비스도 같이 제공해! 직접 체험해볼 수 있어,
,,,,,,,,,,,,12,B,와 멀티 뷰티숍은 레알 좋은 아이디어인 것 같아,레알
,,,,,,,,,,,,13,A,맞아! 유럽에서도 K-뷰티에 대한 관심이 높아졌다고 하더라,
,,,,,,,,,,,,14,B,한국 화장품은 렬루다가 좋은 품질이라고 들었어,렬루
,,,,,,,,,,,,15,A,맞아! 그래서 스웨덴 소비자들도 좋아하고 있어,
,,,,,,,,,,,,16,B,앞으로 더 많은 사람들이 K-뷰티에 관심을 갖을 것 같아,
213638,0000,남자,10,0000,남자,10,,,,미용과 패션,액화수소,1,A,오늘 패션쇼 어땠어?,
,,,,,,,,,,,,2,B,박박이야! 액화수소로 런웨이를 선보였어,박박
,,,,,,,,,,,,3,A,액화수소로 옷을 만들어봤어?,
,,,,,,,,,,,,4,B,그래! 화려한 색상과 특별한 패턴이 돋보여,
,,,,,,,,,,,,5,A,짜짜 머단해! 앞으로 패션계에 액화수소가 퍼질까?,짜짜;머단해
,,,,,,,,,,,,6,B,그럴 수도 있어! 액화수소는 친환경적이고 혁신적인 소재니까,
,,,,,,,,,,,,7,A,액화수소로 만든 옷은 어떤 특징이 있을까?,
,,,,,,,,,,,,8,B,가볍고 편안하면서도 고급스러워! 그리고 화려한 색감이 돋보여,
,,,,,,,,,,,,9,A,액화수소 패션은 어디서 구할 수 있을까?,
,,,,,,,,,,,,10,B,"현재는 아직 상용화되지 않았지만, 앞으로 패션 브랜드에서 출시될 것 같아",
,,,,,,,,,,,,11,A,액화수소 패션을 입으면 유행에 민감한 사람으로 인정받을 수 있겠다,
,,,,,,,,,,,,12,B,그렇지! 액화수소 패션은 스타일과 환경을 동시에 고려한 선택이야,
,,,,,,,,,,,,13,A,액화수소로 만든 옷은 어떤 사람들에게 잘 어울릴까?,
,,,,,,,,,,,,14,B,모두에게 어울리지! 액화수소 패션은 다양한 스타일과 실루엣을 가지고 있어,
,,,,,,,,,,,,15,A,액화수소 패션은 미래 패션 트렌드를 이끌어갈 것 같아,
,,,,,,,,,,,,16,B,맞아! 액화수소는 미래 친환경 패션의 핵심 소재가 될 거야,
108153,0079,여자,20,0103,남자,20,,,,미용과 패션,K-뷰티 제품,1,A,헬롱! 요즘 덴마크에서 K-뷰티 제품이 인기가 높아지고 있다더라,헬롱
,,,,,,,,,,,,2,B,레알? 왜 그런 거야?,레알
,,,,,,,,,,,,3,A,덴마크에서는 가성비가 좋은 제품이 더 인기가 있어서 그래,
,,,,,,,,,,,,4,B,글쿠나. 그러면 덴마크에서는 어떤 제품이 인기가 많아?,글쿠나
,,,,,,,,,,,,5,A,"헤어케어, 스킨케어, 향수, 색조화장, 남성용 그루밍 제품이 인기가 많대",
,,,,,,,,,,,,6,B,프리미엄 브랜드보다 가성비가 좋은 제품이 더 인기가 많다니까 레게노네,레게노
,,,,,,,,,,,,7,A,맞아! 그래서 현지 화장품시장 공략이 필요하다는 주장이 제기됐대,
,,,,,,,,,,,,8,B,덴마크 화장품시장은 어떤 추세일까?,
,,,,,,,,,,,,9,A,덴마크 화장품시장은 판매액은 다소 느리지만 계속해서 성장하고 있어,
,,,,,,,,,,,,10,B,글쿠나. 그러면 덴마크에서는 어느 나라 제품이 많이 팔리고 있어?,글쿠나
,,,,,,,,,,,,11,A,최근에는 프랑스로부터의 수입은 감소하는 대신 독일로부터의 수입이 증가하고 있대,
,,,,,,,,,,,,12,B,독일 제품이 더 인기가 많아지는구나. 그러면 한국 제품은 어떰?,
,,,,,,,,,,,,13,A,한국 화장품 수입 규모는 작아지고 있지만 한국제품을 취급하는 유통점은 늘어나고 있어,
,,,,,,,,,,,,14,B,한국제품도 덴마크에서 인기가 많아지면 좋겠다,
,,,,,,,,,,,,15,A,맞아! 한국제품도 덴마크에서 인기가 많아지면 좋을 것 같아,
,,,,,,,,,,,,16,B,그래! 덴마크에서도 K-뷰티 제품이 더 많이 알려지면 좋겠다,
046888,0096,남자,30,0160,여자,30,,,,미용과 패션,패션 소비,1,A,코로나로 인터넷 쇼핑이 늘었어,
,,,,,,,,,,,,2,B,나도 그래! 옷 사는데 돈 많이 썼어,
,,,,,,,,,,,,3,A,나갈 일 없어서 옷을 사는 걸로 만족해,
,,,,,,,,,,,,4,B,나도 그래! 옷 사는 걸로 스트레스 풀어,
,,,,,,,,,,,,5,A,그래도 옷 사는 건 재미있어,
,,,,,,,,,,,,6,B,맞아! 패션 소비는 즐거워,
,,,,,,,,,,,,7,A,근데 옷 사는데 돈이 많이 들어가,
,,,,,,,,,,,,8,B,그래서 구매인스타 공구를 해봤어,
,,,,,,,,,,,,9,A,구매인스타 공구? 그게 뭐임?,
,,,,,,,,,,,,10,B,인별그램에서 같이 제품을 사는 거야,인별그램;인별
,,,,,,,,,,,,11,A,재미있겠다! 나도 해봐야겠어,
,,,,,,,,,,,,12,B,렬루다가 재미있어! 다양한 제품을 저렴하게 살 수 있어,렬루
,,,,,,,,,,,,13,A,그러면 중고거래도 해봐야겠다,
,,,,,,,,,,,,14,B,나도 중고거래로 옷을 사봤어,
,,,,,,,,,,,,15,A,코로나 이전에는 못 느꼈던 재미를 느껴,
,,,,,,,,,,,,16,B,맞아! 코로나때문에 새로운 소비 방식을 알게 됐어,
257077,0001,남자,20,0147,여자,20,,,,미용과 패션,안티에이징,1,A,요즘 뷰티 트렌드 알고 있니?,
,,,,,,,,,,,,2,B,나는 안티에이징에 관심이 많아!,
,,,,,,,,,,,,3,A,젊은 소비자들이 안티에이징에 엄청 관심이 있대,
,,,,,,,,,,,,4,B,레알루다가? 그러면 어떤 제품을 많이 사는 거야?,레알
,,,,,,,,,,,,5,A,주름 완화 제품이 전년보다 675% 증가했대,
,,,,,,,,,,,,6,B,와 대박이네! 나도 사야겠다 ㅋㅋ,대박
,,,,,,,,,,,,7,A,그런데 밀레니얼 세대도 안티에이징에 관심을 많이 보이더라,
,,,,,,,,,,,,8,B,나도 안티에이징뿐만 아니라 눈가 관리도 중요하게 생각해!,
,,,,,,,,,,,,9,A,마좌 젊은 세대는 수비형이 아니라 적극적으로 접근하고 있대,마좌
,,,,,,,,,,,,10,B,효율적인 스킨케어로 안티에이징을 해결하고 싶지!,
,,,,,,,,,,,,11,A,그러면 유효성분이 들어간 제품을 찾아보는 게 좋을 거야,
,,,,,,,,,,,,12,B,알겠어! 유효성분이 많이 들어간 제품들을 살펴봐야겠다,
,,,,,,,,,,,,13,A,안티에이징은 뷰티 산업에서 빠르게 성장하고 있는 분야야,
,,,,,,,,,,,,14,B,레알 짜짜? 앞으로 더 많은 제품들이 나올 거 같아!,짜짜;레알
,,,,,,,,,,,,15,A,그렇지! 젊은 소비자들을 위해서 트렌드를 파악하는 게 중요하대,
,,,,,,,,,,,,16,B,안티에이징 제품들을 더 알아보고 적극 활용해야겠어!,
152930,0071,여자,30,0115,남자,30,,,,미용과 패션,폴카 도트,1,A,"나 이번에 진짜 재밌게 봤는뎅, 너도 최근에 멧 갈라 봤어?",
,,,,,,,,,,,,2,B,"응, 봤어. 두아 리파가 폴카 도트 블레이저 입고 나왔던 거 말하는거지?",
,,,,,,,,,,,,3,A,역시 패피인 내친구 ㅋㅋ 나랑 보는 눈이 똑같구낭. 그거 클래식한 블랙 앤 화이트였지? 어느 브랜드꺼였어?,패피
,,,,,,,,,,,,4,B,마르니의 2023 F/W 컬렉션이었어. 진짜 예쁘더라공,
,,,,,,,,,,,,5,A,"맞아, 폴카 도트 장난 아니더라. 너도 입어볼 생각 있어?",
,,,,,,,,,,,,6,B,생각 중인데 전체 룩에 폴카 도트는 좀 과할 것 같아서 액세서리나 백으로 시작해볼까 해.,
,,,,,,,,,,,,7,A,오 언제 사러 갈꺼야?,
,,,,,,,,,,,,8,B,이번 주말에 사러 갈건데 너도 올래?,
,,,,,,,,,,,,9,A,ㅇㅇ  백도 나쁘지 않겠다. 나도 몇 개 봐뒀음,
,,,,,,,,,,,,10,B,ㅋㅋ  역시 갓갓 좋은 내친구 같이 보러 다니자. 좋아.,갓갓
