대화ID,화자A ID,화자A 성별,화자A 연령대,화자B ID,화자B 성별,화자B 연령대,화자C ID,화자C 성별,화자C 연령대,주제,키워드,발화 번호,발화자,발화,신조어
,,,,,,,,,,,,22,A,광역투어패스권으로 여행하면 좋을 것 같아,
,,,,,,,,,,,,23,B,광역투어패스권으로 다양한 관광지를 둘러보자,
,,,,,,,,,,,,24,C,"광역투어패스권으로 부산, 통영, 남해를 즐겨보자!",
098637,0077,여자,20,0106,남자,20,,,,"여행, 관광 및 명소",시베리아 횡단열차,1,A,시베리아 횡단열차 타보고 싶어,
,,,,,,,,,,,,2,B,나도 그 열차 타보고 싶어 ㅋㅋ,
,,,,,,,,,,,,3,A,레알루다가 멋진 경험이 될 것 같아,레알
,,,,,,,,,,,,4,B,그래! 그리고 열차 안에서 풍경도 구경할 수 있어,
,,,,,,,,,,,,5,A,창밖으로 펼쳐지는 풍경이 짜짜 아름답겠다,짜짜
,,,,,,,,,,,,6,B,그래서 셀카 찍는 사람들이 많은 거구나,
,,,,,,,,,,,,7,A,그렇지! 그리고 열차 안에서 뭐 먹을까?,
,,,,,,,,,,,,8,B,음식은 열차 안에서 팔지 않을까?,
,,,,,,,,,,,,9,A,그럼 열차 안에서 맛있는 음식을 먹을 수 있겠다,
,,,,,,,,,,,,10,B,그래! 그리고 열차 안에서 잠도 자면서 여행할 수 있어,
,,,,,,,,,,,,11,A,열차 안에서 푹 자면서 여행하는 건 레알루다가 특별한 경험이 될 것 같아,레알
,,,,,,,,,,,,12,B,그렇지! 그리고 열차 안에서 다른 사람들과 얘기도 할 수 있어,
,,,,,,,,,,,,13,A,그래서 새로운 사람들을 만나는 기회도 생길 거야,
,,,,,,,,,,,,14,B,그렇지! 시베리아 횡단열차 여행은 레알루다가 다양한 경험이 가능한 것 같아,레알
,,,,,,,,,,,,15,A,그래서 우리도 언젠가 같이 시베리아 횡단열차를 타러 가자,
,,,,,,,,,,,,16,B,응! 그럼 우리 꼭 같이 레쭈고 ㅎㅎ,레쭈고
094186,0074,남자,20,0143,여자,20,,,,"여행, 관광 및 명소",차박,1,A,차박 가보고 싶다,
,,,,,,,,,,,,2,B,나도 차박 해본 적 있어,
,,,,,,,,,,,,3,A,렬루? 어디서 했어?,렬루
,,,,,,,,,,,,4,B,지난 주에 강릉에서 차박했어,
,,,,,,,,,,,,5,A,강릉은 차박하기 좋은 곳이지?,
,,,,,,,,,,,,6,B,웅웅 바다도 가깝고 경치도 좋아,
,,,,,,,,,,,,7,A,차 안에서 잠도 잘 수 있을까?,
,,,,,,,,,,,,8,B,"응, 차 안에서도 편하게 잘 수 있어",
,,,,,,,,,,,,9,A,그럼 차 안에 뭐가 있어야 하지?,
,,,,,,,,,,,,10,B,"이불, 베개, 그리고 간식이 있으면 돼",
,,,,,,,,,,,,11,A,간식은 뭐가 좋을까?,
,,,,,,,,,,,,12,B,과자나 음료수가 좋을 것 같아,
,,,,,,,,,,,,13,A,차박하면서 뭐 해볼까?,
,,,,,,,,,,,,14,B,별 보면서 이야기 나누는 건 ㅇㄸ?,
,,,,,,,,,,,,15,A,좋은 생각이야! 그래서 별빛도 볼 수 있는 곳이 좋겠다,
,,,,,,,,,,,,16,B,그럼 우리 다음에 별 보면서 차박하러 가자,
210310,0000,남자,10,0001,여자,20,,,,"여행, 관광 및 명소",미국,1,A,나 너무 미국 여행 가고 싶어 ㅠㅠ,
,,,,,,,,,,,,2,B,나도! 특히 뉴욕 가보고 싶어 ㅎㅎ,
,,,,,,,,,,,,3,A,맞아! 뉴욕에 가면 미국 피자 먹어야지,
,,,,,,,,,,,,4,B,그래! 뉴욕 피자 맛있을 거 같아 ㅋㅋ,
,,,,,,,,,,,,5,A,뉴욕 피자는 어떤 거 같아?,
,,,,,,,,,,,,6,B,뉴욕 피자는 크기가 커서 배불러! ㅎㅎ,
,,,,,,,,,,,,7,A,크기가 커서 재밌겠다! ㅋㅋ,
,,,,,,,,,,,,8,B,그래서 뉴욕 피자는 항상 공유해 먹어!,
,,,,,,,,,,,,9,A,맞아! 다양한 맛을 한꺼번에 느낄 수 있어,
,,,,,,,,,,,,10,B,뉴욕 피자 먹으러 가자! ㅠㅠ,
,,,,,,,,,,,,11,A,너무 맛있겠다! 여행 계획 세우자,
,,,,,,,,,,,,12,B,그리고 뉴욕에서 사진도 많이 찍자!,
,,,,,,,,,,,,13,A,맞아! 인증샷 찍고 인스타에 올리자 ㅋㅋ,
,,,,,,,,,,,,14,B,그리고 뉴욕에서 쇼핑도 해야지!,
,,,,,,,,,,,,15,A,미국은 옷도 저렴하고 다양해! 엄청 쇼핑하고 싶다,
,,,,,,,,,,,,16,B,맞아! 미국 여행 너무 기대돼!,
227812,0000,남자,10,0000,남자,10,,,,"여행, 관광 및 명소",여행,1,A,매주 500명 조사한 여행 트렌드를 봄?,
,,,,,,,,,,,,2,B,"응, 뭐가 나왔어?",
,,,,,,,,,,,,3,A,2022년에는 국내 여행 계획이 77.3%로 역대 최고치래,
,,,,,,,,,,,,4,B,와우내 코로나 이후에도 여행 열풍이 심하게 불었나봐,와우내
,,,,,,,,,,,,5,A,상반기에는 다소 부진했지만 하반기에는 급등세를 보였대,
,,,,,,,,,,,,6,B,하반기에는 뭐가 달라진 거야?,
,,,,,,,,,,,,7,A,한국 사람들이 국내 관광지를 많이 찾았어,
,,,,,,,,,,,,8,B,그래서 국내 여행 경험률도 큰 차이가 없었구나,
,,,,,,,,,,,,9,A,마좌 2019년과 비교해도 큰 차이가 없었어,마좌
,,,,,,,,,,,,10,B,그렇다면 해외 여행은 어떨까?,
,,,,,,,,,,,,11,A,국내보다는 조금 더 낮았지만 상승했어,
,,,,,,,,,,,,12,B,해외 여행 계획률도 상반기보다 높았겠네,
,,,,,,,,,,,,13,A,마좌 해외 여행 계획률은 2022년 77.3%였어,마좌
,,,,,,,,,,,,14,B,역대 최고치를 기록한 거네,
,,,,,,,,,,,,15,A,그래도 코로나 이후에도 여행 갈 마음이 변하지 않았구나,
,,,,,,,,,,,,16,B,맞아 여행은 사람들에게 큰 행복을 주는 거 같아,
244377,0001,남자,20,0141,여자,20,,,,"여행, 관광 및 명소",몰디브,1,A,몰디브 가고 싶어,
,,,,,,,,,,,,2,B,나도 몰디브 갈래 ㅠㅠ,
,,,,,,,,,,,,3,A,몰디브는 럭셔리한 휴양지로 핫해,핫해
,,,,,,,,,,,,4,B,월도프 아스토리아 몰디브 같은 곳이 최고지,
,,,,,,,,,,,,5,A,월도프 아스토리아는 힐튼 그룹의 최상위 호텔이야,
,,,,,,,,,,,,6,B,힐튼 그룹이라면 퀄리티가 보장되겠구나,
,,,,,,,,,,,,7,A,월도프 아스토리아에서 슈퍼리치와 셀럽들을 볼 수 있다고 해,셀럽
,,,,,,,,,,,,8,B,와우내 슈퍼리치들의 은신처라니 머박이네,머박;와우내
,,,,,,,,,,,,9,A,가족여행으로도 좋을 것 같아,
,,,,,,,,,,,,10,B,우리도 가족여행 슈퍼리치가 되자!,
,,,,,,,,,,,,11,A,힐튼 그룹은 다양한 호텔 브랜드를 갖고 있어,
,,,,,,,,,,,,12,B,힐튼의 호텔들은 여러 등급으로 나뉘어져 있지?,
,,,,,,,,,,,,13,A,맞아 힐튼은 Luxurious getaways부터 Vacation ownership까지 7개 등급이 있어,
,,,,,,,,,,,,14,B,월도프 아스토리아는 최상위 Luxury getaways라고 생각하면 되겠구나,
,,,,,,,,,,,,15,A,정확히 마좌 월도프 아스토리아는 최고의  플래그십 브랜드야,마좌
,,,,,,,,,,,,16,B,몰디브의 월도프 아스토리아에서 힐튼 그룹의 럭셔리를 느껴보고 싶다,
097388,0076,여자,20,0104,남자,20,,,,"여행, 관광 및 명소",이바라키현,1,A,이바라키현 가보고 싶어,
,,,,,,,,,,,,2,B,나도 가고 싶다 ㅠㅠ,
,,,,,,,,,,,,3,A,이바라키현은 봄이 일찍 오는 곳이래,
,,,,,,,,,,,,4,B,레알? 그럼 꽃구경도 할 수 있겠다,레알
,,,,,,,,,,,,5,A,매화꽃이 아름다워서 설레이겠다,
,,,,,,,,,,,,6,B,매화꽃보다 매실주가 더 기대돼,
,,,,,,,,,,,,7,A,매실주 마시면 기분이 달달해져,
,,,,,,,,,,,,8,B,푸른 바다도 보고 싶다,
,,,,,,,,,,,,9,A,파도 소리 들으면 고민도 사라질 것 같아,
,,,,,,,,,,,,10,B,폭포에서 걱정도 떨쳐버리자,
,,,,,,,,,,,,11,A,대불 앞에서 경건해지고 싶다,
,,,,,,,,,,,,12,B,히나마츠리도 즐기면서 설레임을 느껴보자,
,,,,,,,,,,,,13,A,소소한 즐거움이 큰 행복이 되겠다,
,,,,,,,,,,,,14,B,나도 반짝반짝 빛나는 모습을 찾고 싶어,
,,,,,,,,,,,,15,A,봄의 기운이 가득한 이바라키현이 최고야,
,,,,,,,,,,,,16,B,그래! 이바라키현으로 봄을 맞이하자,
097666,0076,여자,20,0102,남자,20,,,,"여행, 관광 및 명소",브란 성,1,A,와! 브란 성에 대해 들어봄?,
,,,,,,,,,,,,2,B,"응, 드라큘라 성으로 유명한 거지?",
,,,,,,,,,,,,3,A,맞아! 그리고 이 성은 왈라키아 공국의 군주를 모델로 한 소설 '드라큘라'에서 영감을 받았대,
,,,,,,,,,,,,4,B,오! 그래서 세계적 관광지로 유명한 거구나,
,,,,,,,,,,,,5,A,맞아! 브란 성은 다양한 건축양식이 덧씌워져서 역사적으로도 흥미로운 곳이야,
,,,,,,,,,,,,6,B,렬루? 그럼 어떤 건축양식이 있는 거야?,렬루
,,,,,,,,,,,,7,A,"고딕, 르네상스, 바로크 등이 있어! 그리고 1920년에는 합스부르크 왕가가 여름 궁전으로 사용했대",
,,,,,,,,,,,,8,B,와~ 낭만적인 분위기가 더해진 거구나,
,,,,,,,,,,,,9,A,맞아! 브란 성은 정말로 멋진 곳이야. 가보고 싶지 않아?,
,,,,,,,,,,,,10,B,ㅋㅋㅋ 나도 가보고 싶어! 루마니아 여행 계획을 세워야겠어,
,,,,,,,,,,,,11,A,그래! 루마니아에서 브란 성을 구경하면 짜짜 재미있을 거야,짜짜
,,,,,,,,,,,,12,B,그럼 다른 유명한 관광지도 같이 가자!,
,,,,,,,,,,,,13,A,굿굿! 루마니아에는 브라쇼브의 '브란 성' 외에도 다른 멋진 곳들이 많아,
,,,,,,,,,,,,14,B,그럼 루마니아 여행은 렬루로 기대되는데!,렬루
,,,,,,,,,,,,15,A,나도 기대돼! 같이 멋진 추억 만들자,
,,,,,,,,,,,,16,B,그래! 루마니아 여행은 우리에게 특별한 경험이 될 거야,
098712,0077,여자,20,0102,남자,20,,,,"여행, 관광 및 명소","외국인 관광객, 택시",1,A,택시 타고 여행하기 힘들어,
,,,,,,,,,,,,2,B,왜 그래? 불편한 경험 있었어?,
,,,,,,,,,,,,3,A,"응, 택시 기사가 요금을 너무 많이 요구했어",
,,,,,,,,,,,,4,B,렬루? 그런 일이 많이 있나봐,렬루
,,,,,,,,,,,,5,A,웅웅 관광불편신고센터에 신고했더니 환불해줬어,
,,,,,,,,,,,,6,B,그래서 다음에는 어떻게 해야할까?,
,,,,,,,,,,,,7,A,다음에는 미터기를 확인하고 타야겠어,
,,,,,,,,,,,,8,B,맞아 미터기를 사용안 하는 기사들이 문제야,
,,,,,,,,,,,,9,A,그리고 택시를 타기 전에 요금을 미리 알아봐야겠어,
,,,,,,,,,,,,10,B,그래야 속지 않을텐데,
,,,,,,,,,,,,11,A,마좌 그리고 택시 기사들이 친절하지 않은 경우도 있어,마좌
,,,,,,,,,,,,12,B,레알루다가? 그런 기사들은 신고해야겠다,레알
,,,,,,,,,,,,13,A,ㅇㅋㅇㅋ 관광불편신고센터에 신고하면 도움을 받을 수 있어,
,,,,,,,,,,,,14,B,ㅇㅋ 다음에는 조심해서 택시를 타야겠어,
,,,,,,,,,,,,15,A,ㅇㅇ 안전하게 여행하자,
,,,,,,,,,,,,16,B,"응, 택시 이용은 조심해야지",
191221,0000,남자,10,0001,여자,20,,,,"여행, 관광 및 명소",속리산국립공원,1,A,헬롱! 너 여행 좋아해?,
,,,,,,,,,,,,2,B,응! 여행 많이 다녀봤어 ㅋㅋ,
,,,,,,,,,,,,3,A,그럼 속리산국립공원 가보면 ㅇㄸ?,ㅇㄸ
,,,,,,,,,,,,4,B,오! 그곳에는 뭐가 있어?,
,,,,,,,,,,,,5,A,법주사라는 절이 있는데 거기가 유명하다고 해!,
,,,,,,,,,,,,6,B,절이라니! 깊은 역사가 있겠다.,
,,,,,,,,,,,,7,A,맞아! 신라 진흥왕 때 지어진 절이래.,
,,,,,,,,,,,,8,B,고려시대에 중심 사찰로 역할도 했던 거지?,
,,,,,,,,,,,,9,A,그렇다고 해! 그리고 많은 문화재들도 있다고 하더라.,
,,,,,,,,,,,,10,B,한 번 가서 찾아봐야겠다!,
,,,,,,,,,,,,11,A,그리고 옥계폭포도 볼 수 있어!,
,,,,,,,,,,,,12,B,옥계폭포? 그게 뭐임?,
,,,,,,,,,,,,13,A,깎아지른 절벽에서 쏟아져 내리는 물줄기래.,
,,,,,,,,,,,,14,B,와! 렬루다가 아름다울 것 같아 ㅠㅠ,렬루
,,,,,,,,,,,,15,A,맞아! 주변 경관도 수려하다고 해.,
,,,,,,,,,,,,16,B,이번 주말에 속리산국립공원으로 떠나자!,
082554,0094,여자,30,0120,남자,30,,,,"여행, 관광 및 명소","대만, 관광시장",1,A,대만 관광시장에 대한 소식 들음?,
,,,,,,,,,,,,2,B,"응, 대만 관광시장이 선점되려고 하는 거지?",
,,,,,,,,,,,,3,A,ㅇㅇ 2월에 Travel Connet 개최한다더라,
,,,,,,,,,,,,4,B,대만 현지에서 개최하는 거 맞지?,
,,,,,,,,,,,,5,A,맞아 대만 현지여행사들도 참여한대,
,,,,,,,,,,,,6,B,그럼 경남관광을 홍보하려는 건가?,
,,,,,,,,,,,,7,A,맞아 경남으로 대만 관광객을 유치하려고 해,
,,,,,,,,,,,,8,B,김해공항-대만간 항공 운항이 정상화되면서 관심이 높아진 거지?,
,,,,,,,,,,,,9,A,"그렇지, 대만 관광시장 수요가 다시 회복됐어",
,,,,,,,,,,,,10,B,경남관광재단과 같이 본격적인 해외관광시장 재개에 발맞추는 거구나,
,,,,,,,,,,,,11,A,맞아 대형여행사들을 방문해서 경남관광상품을 소개할 거래,
,,,,,,,,,,,,12,B,"엑스포와 해양레저, 엑티비티, 치유힐링 등 다양한 관광상품을 개발하려는 거지?",
,,,,,,,,,,,,13,A,"그렇지, 대만관광객에게 맞춤형 상품을 제공하려고 해",
,,,,,,,,,,,,14,B,대만 대형여행사들과 협력해서 성공적으로 유치하길 바래,
,,,,,,,,,,,,15,A,"응, 경남도도 대만 관광시장을 선점할 수 있을 거야",
,,,,,,,,,,,,16,B,ㅎㅇㅌ!,
244638,0001,남자,20,0145,여자,20,,,,"여행, 관광 및 명소",충주 감성시티투어,1,A,충주 갬성시티투어 ㅇㄸ?,갬성;ㅇㄸ
,,,,,,,,,,,,2,B,흥미로워 보이는데 어디를 가는 거야?,
,,,,,,,,,,,,3,A,8월이라서 밤 하늘을 볼 수 있는 곳들을 다니는 거야.,
,,,,,,,,,,,,4,B,별을 보러 가는 거구나. 어떤 곳을 가야 해?,
,,,,,,,,,,,,5,A,"장미산성, 중앙탑막국수거리, 탄금호무지개길, 충주고구려천문과학관이야.",
,,,,,,,,,,,,6,B,음..중앙탑막국수거리에서 도시락 사먹으면 좋을 것 같아.,
,,,,,,,,,,,,7,A,그래! 거기에서 점심 먹고 탄금호무지개길 가자.,
,,,,,,,,,,,,8,B,탄금호무지개길에서 별을 볼 수 있을까?,
,,,,,,,,,,,,9,A,아마도 밤에 별이 더 잘 보일 거야.,
,,,,,,,,,,,,10,B,그럼 충주고구려천문과학관에서 별을 더 자세히 볼 수 있을까?,
,,,,,,,,,,,,11,A,음..그건 잘 모르겠어. 가보기 전까지는 알 수 없을 것 같아.,
,,,,,,,,,,,,12,B,글쿠나. 언제 출발하면 좋을까?,글쿠나
,,,,,,,,,,,,13,A,출발 시간은 오후 4시야. 여유롭게 준비해봐.,
,,,,,,,,,,,,14,B,알겠어. 그럼 그 시간에 충주공용버스터미널에서 만나자.,
,,,,,,,,,,,,15,A,좋아! 그리고 장미산성에서 만날까?,
,,,,,,,,,,,,16,B,그래! 장미산성에서 만나자. 기대돼!,
164381,0094,여자,30,0120,남자,30,,,,"여행, 관광 및 명소",한강,1,A,한강에서 데이트 하자!,
,,,,,,,,,,,,2,B,좋아! 한강에 어디서 만날까?,
,,,,,,,,,,,,3,A,한강공원으로 가자!,
,,,,,,,,,,,,4,B,그럼 한강공원에서 뭐 할까?,
,,,,,,,,,,,,5,A,자전거 타면서 한강 다리 구경하자!,
,,,,,,,,,,,,6,B,좋아! 그리고 한강에서 배도 보고 싶어!,
,,,,,,,,,,,,7,A,한강에서 배 타면서 야경도 구경할 수 있어!,
,,,,,,,,,,,,8,B,와~ 그럼 한강에서 배 타고 야경 구경하자!,
,,,,,,,,,,,,9,A,한강에서 사진도 찍자! 인증샷!,
,,,,,,,,,,,,10,B,그래! 한강에서 멋진 사진 찍자!,
,,,,,,,,,,,,11,A,한강에서 피크닉도 하고 싶어!,
,,,,,,,,,,,,12,B,굿굿! 한강에서 맛있는 음식 먹으면서 피크닉 해보자!,
,,,,,,,,,,,,13,A,한강에서 놀면서 힐링할 수 있어!,
,,,,,,,,,,,,14,B,맞아! 한강은 레알루다가 힐링되는 곳이야!,레알
,,,,,,,,,,,,15,A,한강에서 시원한 바람 쐬면서 산책하자!,
,,,,,,,,,,,,16,B,그래! 한강에서 시원한 바람 쐬면서 산책하면 최고야!,
024715,0024,여자,30,0112,남자,30,,,,"여행, 관광 및 명소","한국민속촌, 조선시대 추리 콘텐츠 ‘조선살인수사’ 오픈",1,A,너 나랑 이번주에 한국민속촌 가지 않을래?ㅠㅠ,
,,,,,,,,,,,,2,B,갑자기 한국민속촌은 왜 가자고 하는거야ㅋㅋ,
,,,,,,,,,,,,3,A,거기서 요즘 조선시대 추리콘텐츠인 조선 살인수사를 오픈했는데 이거 성공하면 암행어사 상징인 마패키링을 받을 수 있대ㅋㅋ,
,,,,,,,,,,,,4,B,아 레알?ㅋㅋ 왠지 모르게 나도 그거 받고싶어진다ㅋㅋ. 그래 가자!ㅋㅋ 그거 언제까지 하는건데?,레알
,,,,,,,,,,,,5,A,7월 8일부터 11월 12일까지야ㅋㅋ. 그런데 7월 8일부터 7월 16일까지는 참여하는 모든 관람객에게 마패키링을 지급해준대ㅋㅋ,
,,,,,,,,,,,,6,B,오ㅋㅋ. 그것도 좋긴한데ㅋㅋ. 우리는 성공해서 뿌듯하게 받자ㅋㅋ,
,,,,,,,,,,,,7,A,그건 나도 격공이야ㅋㅋ. 나 추리물도 겁내 좋아하잖아ㅋㅋ. 걱정없이 할 수 있을듯ㅋㅋ,격공;겁내
,,,,,,,,,,,,8,B,나는 네 도움 좀 받긴 해야할듯ㅋㅋ. 그런데 컨텐츠 내용이 뭥미? 어떻게 수사를 하는건데?,뭥미
,,,,,,,,,,,,9,A,참가자는 사또의 사건 기록지를 받아 용의자의 신상 정보와 행적을 수집하고 사건 현장의 실마리를 추리해야한대ㅋㅋ,
,,,,,,,,,,,,10,B,엄청 기대된다ㅋㅋ. 민속촌 자체에서 하는거니깐 퀄리티도 엄청 높을거 같은데?,
,,,,,,,,,,,,11,A,실제 추리프로그램 전문 작가의 참여로 시나리오 완성도가 높대ㅋㅋ,
,,,,,,,,,,,,12,B,나 벌써부터 긴장되긴하는데ㅋㅋ. 설레서 두쿵거려ㅋㅋ,두쿵
,,,,,,,,,,,,13,A,나도 마찬가지야ㅋㅋ. 우리 잘 해낼 수 있겠지?ㅋㅋ,
,,,,,,,,,,,,14,B,나는 너만 믿고 있을게ㅋㅋ. 나는 추리부분에서 댕청하니까ㅋㅋ,댕청
,,,,,,,,,,,,15,A,이거 좀 부담감이 좀 생기네ㅋㅋ. 아 자세한 내용은 한국민속촌 공홈에서 확인한번해봐ㅋㅋ,공홈
,,,,,,,,,,,,16,B,오케이ㅋㅋ. 사전에 조사 철저하게 해야지ㅋㅋ,
093558,0105,남자,30,0158,여자,30,,,,"여행, 관광 및 명소",양산 에덴밸리 스키장,1,A,양산 에덴밸리 스키장 고고싱!,고고싱
,,,,,,,,,,,,2,B,와! 스키장 가고 싶어ㅠㅠ,
,,,,,,,,,,,,3,A,연말에 가족이랑 같이 가면 좋을 것 같아,
,,,,,,,,,,,,4,B,맞아! 가족들과 같이 눈썰매도 타고 놀 수 있을 것 같아,
,,,,,,,,,,,,5,A,그리고 스키를 첨 해보는 사람들을 위한 레슨도 있어,
,,,,,,,,,,,,6,B,레알? 그럼 나도 츄라이해봐야겠다!,레알;츄라이하다
,,,,,,,,,,,,7,A,그리고 스키장 주변에는 다른 이색관광지도 많아,
,,,,,,,,,,,,8,B,렬루? 어떤 곳이 있어?,렬루
,,,,,,,,,,,,9,A,"창원 빛의 거리, 진주 야외스케이트장, 진주 익룡 발자국전시관 등이 있어",
,,,,,,,,,,,,10,B,와! 다양한 곳을 둘러볼 수 있겠다,
,,,,,,,,,,,,11,A,그리고 통영 밤바다 야경투어도 추천해!,
,,,,,,,,,,,,12,B,통영 밤바다 야경투어도 꼭 가서 돈쭐내야지,가서 돈쭐내야지
,,,,,,,,,,,,13,A,맞아! 그리고 사천 선상카페 씨맨스도 유명하다고 해,
,,,,,,,,,,,,14,B,선상카페에서 커피 한 잔 하면서 힐링하고 싶다,
,,,,,,,,,,,,15,A,"거제에는 구조라진성, 샛바람소리길과 불꽃 축제도 있어",
,,,,,,,,,,,,16,B,거제에서 한 해를 마무리하는 불꽃 축제도 꼭 가봐야겠다!,
099032,0077,여자,20,0107,남자,20,,,,"여행, 관광 및 명소",로바니에미,1,A,로바니에미 여행객 많아?,
,,,,,,,,,,,,2,B,응! 로바니에미는 핫해!,핫해
,,,,,,,,,,,,3,A,로바니에미에는 어떤 레스토랑이 있어?,
,,,,,,,,,,,,4,B,"아이스 레스토랑도 있고, 라플란드 레스토랑도 있어!",
,,,,,,,,,,,,5,A,아이스 레스토랑은 어떤 음식이 있어?,
,,,,,,,,,,,,6,B,콩으로 만든 수제 음식이 짱맛임!,짱맛
,,,,,,,,,,,,7,A,라플란드 레스토랑은 어떤 음식이 있어?,
,,,,,,,,,,,,8,B,라플 요리를 만들어! 꾸르맛임!,꾸르맛
,,,,,,,,,,,,9,A,로바니에미에는 숙소도 있어?,
,,,,,,,,,,,,10,B,응! 독특한 숙소도 많아!,
,,,,,,,,,,,,11,A,로바니에미에서 놀기 좋은 곳은 어디야?,
,,,,,,,,,,,,12,B,산타클로스 홀리데이 빌리지가 핫해!,핫해
,,,,,,,,,,,,13,A,로바니에미에서 사진 찍을만한 곳은 없을까?,
,,,,,,,,,,,,14,B,글라스 이글로스에서 사진 찍으면 멋져!,
,,,,,,,,,,,,15,A,로바니에미에 가면 즐길 수 있는 게 뭐가 있어?,
,,,,,,,,,,,,16,B,로바니에미에서는 산타를 만날 수 있어!,
104110,0024,여자,30,0116,남자,30,,,,"여행, 관광 및 명소",경주- 비단벌레 전동차 투어,1,A,나 가족여행으로 이번주에 경주간다ㅠㅠ. 엄빠가 오랜만에 공부도 할겸 유적지 투어하재ㅠㅠ,엄빠
,,,,,,,,,,,,2,B,좋네ㅋㅋ. 고딩때로 돌아간 기분으로 즐겨봐ㅋㅋ,고딩
,,,,,,,,,,,,3,A,혹시 경주 유적지에서 뭐 할만한거 없니?ㅋㅋ 너 경주토박이라며ㅋㅋ,
,,,,,,,,,,,,4,B,갑자기 물어보니까 생각이 안나는데ㅋㅋ. 음 유적지투어로 가는거며 비단벌레차는 어때?ㅋㅋ,
,,,,,,,,,,,,5,A,엥? 뭐야ㅋㅋ. 비단벌레차라니 징그러워ㅋㅋ. 그건 뭥미?,뭥미
,,,,,,,,,,,,6,B,레알 벌레가 아니라 비단벌레 모양의 버스를 타고 첨성대 근처 유적지를 투어하는거야ㅋㅋ,레알
,,,,,,,,,,,,7,A,아ㅋㅋ. 그래?ㅋㅋ 나 벌레를 워낙 싫어해서ㅋㅋ,
,,,,,,,,,,,,8,B,돌아다니기 귀찮은 네가 제일 좋아할껄?ㅋㅋ,
,,,,,,,,,,,,9,A,그래?ㅋㅋ 그거 어디에서 탈 수 있는데?,
,,,,,,,,,,,,10,B,첨성대를 가는 입구에 가면 딱 보일거야!ㅋㅋ,
,,,,,,,,,,,,11,A,오케이ㅋㅋ. 그럼 이것도 여행 일정에 넣도록 할게ㅋㅋ,
,,,,,,,,,,,,12,B,현장매표소에서는 온라인으로 구매후 남은자리나 취소한 자리만 가능하니까 미리 온라인으로 예약해서 가ㅋㅋ,
,,,,,,,,,,,,13,A,예약은 어디에서 하면되는데?ㅋㅋ 알려줘!ㅋㅋ,
,,,,,,,,,,,,14,B,경주 공공서비스 예약사이트를 통해서 할 수 있어ㅋㅋ,
,,,,,,,,,,,,15,A,고마워ㅋㅋ. 이거 타면 얼마나 걸려?,
,,,,,,,,,,,,16,B,1회 운행당 20분 소요니까 적당할거야ㅋㅋ,
,,,,,,,,,,,,17,A,그럼 20분 동안 버스에 앉아서 쉬면서 관광해야겠다!ㅋㅋ,
001261,0059,여자,40,0124,남자,40,,,,"여행, 관광 및 명소",2023년 울릉도 해양 체험비 지원,1,A,우리 이번 여행 어디로 갈까?,
,,,,,,,,,,,,2,B,울릉도 어때? 울릉도 여행 가면 해양 체험비 지원해 준다던데.,
,,,,,,,,,,,,3,A,잘못 들은 거 아니지? 여행을 가는데 체험비를 주는 여행 상품이 있어?,
,,,,,,,,,,,,4,B,어 ㅋㅋ. '울릉바다속이야기' 라는 관광 상품이야.,
,,,,,,,,,,,,5,A,오올 이름 이쁘다. 뭘 어떻게 해야 체험비 지원이 돼?,
,,,,,,,,,,,,6,B,"해양레포츠를 즐긴 뒤, 개인 SNS에 체험 인증 사진을 올리고 간단한 서류만 제출하면 된대.",
,,,,,,,,,,,,7,A,그거 올리면 지원비를 얼마 주는 거야?,
,,,,,,,,,,,,8,B,"프리다이빙이나 스노쿨링은 1만원 ,스쿠버다이빙은 3만원을 지원 해준대.",
,,,,,,,,,,,,9,A,오 스노클링 꾸르잼인데 하고 싶다. 나는 이미 바닷속 ㅋㅋ,꾸르잼
,,,,,,,,,,,,10,B,친구 그럼 울릉도로 정하는 거다.,
,,,,,,,,,,,,11,A,어. 너무 신날 거 같아. 바닷속 세상 어떨지 궁금해.,
,,,,,,,,,,,,12,B,그래서 내가 강추한 거잖아. 울릉도 가자고 ㅋㅋ,강추
,,,,,,,,,,,,13,A,근데 언제까지 체험비 지원해 주는 거야?,
,,,,,,,,,,,,14,B,6월부터 11월까지 매주 금토 지원해 준대.,렬루
,,,,,,,,,,,,15,A,울릉도에서 해양레포츠 즐기고~ 먹고 싶은 거 먹고! 여행하고 지원비 받고 가성비 최고!!,가성비
,,,,,,,,,,,,16,B,이번 여행은 울릉도로 신나게 가즈아 .ㅋㅋ.,가즈아
082529,0094,여자,30,0119,남자,30,,,,"여행, 관광 및 명소",창덕궁,1,A,창덕궁 레쭈고!,레쭈고
,,,,,,,,,,,,2,B,좋아! 언제 가자?,
,,,,,,,,,,,,3,A,내일이나 모레가 ㅇㄸ?,
,,,,,,,,,,,,4,B,내일은 시간이 안돼. 모레면 괜찮아!,
,,,,,,,,,,,,5,A,글엄 모레 창덕궁으로 결정된 거야!,
,,,,,,,,,,,,6,B,ㅇㅋㅇㅋ 어디에서 만날까?,
,,,,,,,,,,,,7,A,낙선재 후원 일대에서 만나자!,
,,,,,,,,,,,,8,B,낙선재는 봄에 아름다워!,
,,,,,,,,,,,,9,A,맞아! 봄꽃이 피어서 짜짜 예뻐!,짜짜
