대화ID,화자A ID,화자A 성별,화자A 연령대,화자B ID,화자B 성별,화자B 연령대,화자C ID,화자C 성별,화자C 연령대,주제,키워드,발화 번호,발화자,발화,신조어
,,,,,,,,,,,,8,B,그래도 잠을 자지 못하면 어떡하지?,
,,,,,,,,,,,,9,A,그럴 땐 수면제를 먹어볼까?,
,,,,,,,,,,,,10,B,수면제는 좋지 않을 것 같아,
,,,,,,,,,,,,11,A,맞아 그런가봐,
,,,,,,,,,,,,12,B,그래도 어떻게든 잠을 자야지,
,,,,,,,,,,,,13,A,맞아 그래야 다음날 피로를 덜 느낄 수 있으니까,
,,,,,,,,,,,,14,B,그래서 어떻게 해야할까?,
,,,,,,,,,,,,15,A,일찍 자려고 노력해보는 건 어떰?,
,,,,,,,,,,,,16,B,그게 제일 좋을 것 같아,
019060,0024,여자,30,0115,남자,30,,,,건강 및 식음료,"BHC, '마법클'",1,A,"우리 동네에 치킨집 맥시카나 밖에 없었거든. 지금 공사 중인데, 다음 달 중순에 BHC 들어온대!",
,,,,,,,,,,,,2,B,"오, 너희 신도시여서 치킨집 하나 밖에 없다고 거기서 치킨집 열어야한다고 농담했었잖아ㅎㅎ.",
,,,,,,,,,,,,3,A,"그니깐, 누가 먼저 BHC 차려버렸네ㅋㅋ?",
,,,,,,,,,,,,4,B,너 안그래도 대딩 때 BHC 뿌링클 좋아했었잖앙,대딩
,,,,,,,,,,,,5,A,"앙, 나 뿌링클에 치즈볼 같이 시켜먹는거 좋아했잖아. 요즘에 BHC에 뭐가 나왔지?",
,,,,,,,,,,,,6,B,뿌링클 대세를 이어나가기 위해 마법클이 나왔으~ BHC 치킨 맛 말모~. 나도 마법클 출시되고 3번은 먹은듯ㅋㅋ.,말모
,,,,,,,,,,,,7,A,어떤 치킨이길래 왜 이름이 마법클로 출시됐어?,
,,,,,,,,,,,,8,B,마늘버터와 크런치한 후레이크의 마법 같은 조합이라는 뜻을 담아서 마법클로 출시됐어.,
,,,,,,,,,,,,9,A,"마늘과 버터, 후레이크의 조합이구낭~. 마늘맛이 넘 강하지 않았어?",
,,,,,,,,,,,,10,B,마늘이랑 버터로 만든 소스가 마늘빵 같은 맛이 나서 맛있더라고ㅎㅎ.,
,,,,,,,,,,,,11,A,마늘 소스에 그럼 끈끈한 제형도 들어간겨?,
,,,,,,,,,,,,12,B,"ㅇㅇ, 조청이 같이 들어가 있어서 풍미가 좋더라고.",
,,,,,,,,,,,,13,A,"오, 후레이크도 마늘로 만든건가?",
,,,,,,,,,,,,14,B,"ㅇㅇ, 마늘과 빵가루를 볶아서 후레이크를 만들었어. 빵가루가 들어가서 크런치한 식감이 좋더라고ㅋㅋ.",
,,,,,,,,,,,,15,A,"오, 튀김에 빵가루 들어가도 맛있는데 후레이크가 진짜 맛있겠당. 출시되고 반응이 좋았음?",
,,,,,,,,,,,,16,B,"ㅇㅇ, 출시 1달 만에 누적 판매량 50만 개 돌파함ㅋㅋ. 뿌링클에 이어서 2위 점유율 갖고 있다는!",
,,,,,,,,,,,,17,A,"오, 마법클 가격은 얼마얌? 동네에 매장 생기기 전에 넘 궁금해서 다른 데서 포장 해가야겠어ㅎㅎ. 나도 보나마나 취저일듯ㅋㅋ.",취저
,,,,,,,,,,,,18,B,"한 마리는 21,000원이고 콤보, 윙, 스틱은 22,000원, 순살 가격은 23,000원이얌ㅎㅎ.",
,,,,,,,,,,,,19,A,"윙, 스틱으로도 살 수 있구낭ㅎㅎ.",
,,,,,,,,,,,,20,B,"앙, 순살은 안먹어 봐서 나도 순살로 도전해보려고ㅎㅎ.",
241144,0001,남자,20,0144,여자,20,,,,건강 및 식음료,척추 협착증,1,A,이 질환이 너무 힘들어 ㅠㅠ,
,,,,,,,,,,,,2,B,짜짜? 무슨 증상이야?,짜짜
,,,,,,,,,,,,3,A,"엉치 통증이 있고, 다리도 저리고 소변 장애도 있어",
,,,,,,,,,,,,4,B,그럼 치료는 어떻게 받는 거야?,
,,,,,,,,,,,,5,A,"약물치료, 운동 치료, 주사 치료, 수술 등이 있는데..",
,,,,,,,,,,,,6,B,주사 치료 효과는 어떰? 계속 받아야 해?,
,,,,,,,,,,,,7,A,주사 치료는 효과가 장기간 지속되는 경우도 많대,
,,,,,,,,,,,,8,B,그럼 약물치료는 어떰? 효과 있어?,
,,,,,,,,,,,,9,A,"약물치료도 효과가 있지만, 수술이 필요한 경우도 있어",
,,,,,,,,,,,,10,B,수술은 좀 무서워서 망설여지는 거지?,
,,,,,,,,,,,,11,A,그렇지.. 거부감이 있어서 고민 중이야,
,,,,,,,,,,,,12,B,치료 효과가 미미하면 수술을 고려해봐,
,,,,,,,,,,,,13,A,"그래야겠다. 근데, 수술은 언제 받는 게 좋을까?",
,,,,,,,,,,,,14,B,수술 시기는 의견이 분분하니까 전문의와 상담해봐,
,,,,,,,,,,,,15,A,맞아 전문의에게 의견을 들어봐야겠다,
,,,,,,,,,,,,16,B,그래. 수술 받게되면 꼭 알려줘,
212620,0001,남자,10,0149,여자,20,,,,건강 및 식음료,프렌치 레스토랑,1,A,이번 주말 뭐 할까?,
,,,,,,,,,,,,2,B,프렌치 레스토랑 가자!,
,,,,,,,,,,,,3,A,음식이 맛있을까?,
,,,,,,,,,,,,4,B,프렌치 레스토랑이니까 맛있을 거야,
,,,,,,,,,,,,5,A,메뉴에는 뭐가 있을까?,
,,,,,,,,,,,,6,B,"메뉴에는 오르되브르, 앙트레, 메인 디쉬, 데세르, 커피나 티가 있어",
,,,,,,,,,,,,7,A,랍스터 샐러드 ㅇㄸ?,ㅇㄸ
,,,,,,,,,,,,8,B,랍스터 샐러드는 호두오일과 식초로 맛있게 만들었어,
,,,,,,,,,,,,9,A,음식 접시도 예술이야,
,,,,,,,,,,,,10,B,맞아! 셰프들은 아티스트야,
,,,,,,,,,,,,11,A,프렌치 레스토랑은 분위기도 좋을 것 같아,
,,,,,,,,,,,,12,B,분위기는 확실히 좋아,
,,,,,,,,,,,,13,A,일요일 점심에 갈까?,
,,,,,,,,,,,,14,B,일요일 점심에 가면 좋을 것 같아,
,,,,,,,,,,,,15,A,약속 잡을까?,
,,,,,,,,,,,,16,B,그래! 일요일 점심에 만나자,
152654,0086,남자,20,0147,여자,20,0109,남자,20,건강 및 식음료,AI 발달장애인 조기 진단,1,A,AI 기반 발달장애인의 조기 진단 사업 머박이다!,머박
,,,,,,,,,,,,2,B,짜짜? 어떻게 도와주는 거야?,짜짜
,,,,,,,,,,,,3,C,SK텔레콤과 서울대학교병원이 AI로 발달장애 진단과 치료를 개선한다고 해!,
,,,,,,,,,,,,4,A,와 박박이다! 그럼 어떻게 진단하고 치료하는 거야?,박박
,,,,,,,,,,,,5,B,앱을 이용해서 보호자들이 영상 파일을 전송하고 의료진들이 체계적으로 자료를 관리하고 분석할 수 있대!,
,,,,,,,,,,,,6,C,그래서 조기 진단과 치료에 도움이 될 거라고 하더라!,
,,,,,,,,,,,,7,A,진짜 대단한 기술이네! 이런 거 보면 AI의 가능성을 느끼지!,
,,,,,,,,,,,,8,B,맞아! AI는 레알 많은 분야에서 도움이 될 것 같아!,레알
,,,,,,,,,,,,9,C,그래서 SK텔레콤과 서울대병원은 AI 학습용 데이터 확보와 디지털 치료제 구축에도 나선다고 해!,
,,,,,,,,,,,,10,A,와 이렇게 많은 분야에서 활용되는 거야? 레게노다!,레게노
,,,,,,,,,,,,11,B,그래! 앞으로 더 많은 발전이 있을 거 같아!,
,,,,,,,,,,,,12,C,양측은 내년 상반기 중에 발달장애 진단과 치료를 위한 앱을 구축하고 전국에 적용할 예정이래!,
,,,,,,,,,,,,13,A,앱을 통해 발달장애인들을 도울 수 있게 되는 거지?,
,,,,,,,,,,,,14,B,맞아! 앱을 통해 보호자들도 편리하게 영상 파일을 전송할 수 있고 의료진들도 자료를 체계적으로 관리할 수 있어!,
,,,,,,,,,,,,15,C,그래서 발달장애 조기 진단에 도움이 될 거라고 기대되는 거래!,
,,,,,,,,,,,,16,A,짜짜 좋은 일이다! 발달장애인들에게 큰 도움이 될 거야!,짜짜
,,,,,,,,,,,,17,B,맞아! 이런 기술이 더 많이 발전하면 더 많은 사람들에게 도움이 될 거야!,
,,,,,,,,,,,,18,C,그래서 SK텔레콤과 서울대병원은 폭넓게 협력을 진행하려고 해!,
,,,,,,,,,,,,19,A,협력이라니! 더 많은 발전을 기대해봐야겠다!,
,,,,,,,,,,,,20,B,맞아! 앞으로 더 많은 협력과 발전이 있을 거야!,
,,,,,,,,,,,,21,C,SKT와 서울대병원은 AI를 기반으로 발달장애 진단과 치료를 개선하는 것뿐만 아니라 AI 학습용 데이터 확보와 디지털 치료제 구축에도 나선다고 해!,
,,,,,,,,,,,,22,A,진짜 대단한 일이다! 발달장애인들에게 큰 도움이 될 거야!,
,,,,,,,,,,,,23,B,맞아! 앞으로 더 많은 발전이 있을 거야!,
,,,,,,,,,,,,24,C,그래서 내년 상반기 중에 앱을 구축하고 전국에 적용할 예정이래!,
143904,0079,여자,20,0105,남자,20,0146,여자,20,건강 및 식음료,전복,1,A,전복 맛있어?,
,,,,,,,,,,,,2,B,응! 전복은 진짜 꾸르맛임!,꾸르맛
,,,,,,,,,,,,3,C,나도 전복 좋아!,
,,,,,,,,,,,,4,A,전복 요리로 뭐가 제일 짱맛임?,짱맛
,,,,,,,,,,,,5,B,전복죽이 제일 맛있어!,
,,,,,,,,,,,,6,C,전복죽은 짜짜 건강에 굿굿!,짜짜
,,,,,,,,,,,,7,A,전복죽은 어떻게 만들어?,
,,,,,,,,,,,,8,B,전복을 삶고 죽에 넣으면 돼!,
,,,,,,,,,,,,9,C,전복죽에는 어떤 재료가 들어가?,
,,,,,,,,,,,,10,A,"전복죽에는 쌀, 물, 소금, 대파가 들어가!",
,,,,,,,,,,,,11,B,그리고 전복도 꼭 넣어야지!,
,,,,,,,,,,,,12,C,전복죽은 따뜻하게 먹으면 최고야!,
,,,,,,,,,,,,13,A,전복은 어디에서 얻을 수 있어?,
,,,,,,,,,,,,14,B,전복은 바다에서 얻을 수 있어!,
,,,,,,,,,,,,15,C,바다에서 얻은 전복은 더 신선해!,
,,,,,,,,,,,,16,A,전복은 어떤 바다에서 자라?,
,,,,,,,,,,,,17,B,전복은 수심이 깊은 바다에서 자라!,
,,,,,,,,,,,,18,C,수심이 깊은 바다에서 자란 전복은 꾸르맛임!,꾸르맛
,,,,,,,,,,,,19,A,전복은 언제 산란하고 자라?,
,,,,,,,,,,,,20,B,전복은 늦가을에서 초겨울까지 산란하고 자라!,
,,,,,,,,,,,,21,C,전복은 산란할 때 맛있는 거 같아!,
,,,,,,,,,,,,22,A,전복은 얼마나 자라?,
,,,,,,,,,,,,23,B,전복은 1년 동안 2~3cm 자라!,
,,,,,,,,,,,,24,C,전복은 작은데 맛있는 거 신기방기뿡뿡방기!,신기방기;신기방기뿡뿡방기
198194,0001,남자,10,0147,여자,20,,,,건강 및 식음료,식이장애,1,A,식이장애 생존자라고,
,,,,,,,,,,,,2,B,어떤 증상이 있어?,
,,,,,,,,,,,,3,A,거식증과 폭식증이 있어,
,,,,,,,,,,,,4,B,얼마나 오래 앓고 있었어?,
,,,,,,,,,,,,5,A,아홉 살 때부터 있어,
,,,,,,,,,,,,6,B,진단 받고 치료는 어떻게 하니?,
,,,,,,,,,,,,7,A,아직 제대로 치료를 못 받았어,
,,,,,,,,,,,,8,B,그래도 현재는 어떤 상태야?,
,,,,,,,,,,,,9,A,책에서 많은 도움을 받고 있어,
,,,,,,,,,,,,10,B,"글쿠나, 그 책의 제목이 뭐임?",글쿠나
,,,,,,,,,,,,11,A,제목은 '식이장애 이야기'야,
,,,,,,,,,,,,12,B,그 책을 읽으면 식이장애에 대해 이해하기 쉬울까?,
,,,,,,,,,,,,13,A,"그렇지, 만화로 이야기를 풀어냈어",
,,,,,,,,,,,,14,B,그럼 나도 읽어봐야겠다,
,,,,,,,,,,,,15,A,꼭 추천해줄게!,
,,,,,,,,,,,,16,B,"고마워, 읽어보고 공감할게",
087459,0098,여자,30,0114,남자,30,,,,건강 및 식음료,불면증,1,A,불면증이 너무 힘들어 ㅠㅠ,
,,,,,,,,,,,,2,B,나도 불면증 때문에 고생해 ㅠㅠ,
,,,,,,,,,,,,3,A,짜짜? 어떻게 극복하고 있어?,짜짜
,,,,,,,,,,,,4,B,나는 수면 전에 차 한 잔 마시고 명상을 해보는 거야,
,,,,,,,,,,,,5,A,그렇게 하면 효과가 있어?,
,,,,,,,,,,,,6,B,ㅇㅇ 명상하면 마음이 편해지고 잠들기 쉬워져,
,,,,,,,,,,,,7,A,글쿠나. 나도 한 번 해봐야겠어,글쿠나
,,,,,,,,,,,,8,B,꼭 해봐. 다른 치료법도 있으니까 참고해봐,
,,,,,,,,,,,,9,A,ㅇㅋㅇㅋ 다른 치료법도 알아봐야겠어,
,,,,,,,,,,,,10,B,불면증은 짜짜 힘들지만 치료하면 괜찮아질 거야,짜짜
,,,,,,,,,,,,11,A,그렇게 말해주니까 조금은 위로가 되는 것 같아,
,,,,,,,,,,,,12,B,언제든지 도움이 필요하면 말해줘. 같이 해결해보자,
,,,,,,,,,,,,13,A,고마워. 렬루로 감사해,렬루
,,,,,,,,,,,,14,B,상관말고. 우리 같이 불면증을 이겨내자!,
,,,,,,,,,,,,15,A,"응, 같이 이겨내자!",
,,,,,,,,,,,,16,B,불면증은 금방 나아질거야~,
138451,0106,여자,20,0107,남자,20,,,,건강 및 식음료,"스마트폰, 노안",1,A,와 이제 백세시대라는데 기대수명이 늘어나면서 노후 삶의 만족도가 중요해졌다는데,
,,,,,,,,,,,,2,B,그래 그럴만한 이유가 있지,
,,,,,,,,,,,,3,A,그래서 노화 현상 중에서 눈과 관련된 것들이 삶의 질을 떨어뜨린다고 하더라,
,,,,,,,,,,,,4,B,노화 현상 중에서 눈과 관련된 것들이라니까 노안도 그 중 하나겠지,
,,,,,,,,,,,,5,A,맞아 노안은 눈의 렌즈 역할을 하는 수정체의 탄력이 떨어져 초점을 맞추는 게 어려워진다고 해,
,,,,,,,,,,,,6,B,그럼 노안은 어떻게 예방할 수 있을까?,
,,,,,,,,,,,,7,A,평소에 눈이 자외선에 노출되면 노안이 오는 시기를 앞당길 수 있으니까 선글라스를 착용하는 게 좋대,
,,,,,,,,,,,,8,B,아 글쿠나 선글라스를 착용하면 노안을 예방할 수 있겠네,글쿠나
,,,,,,,,,,,,9,A,맞아 그리고 최근에는 노년층의 스마트폰 보유율이 높아져서 눈 건강에 더 신경을 써야 한대,
,,,,,,,,,,,,10,B,스마트폰을 많이 사용하면 시력이 떨어질 수 있겠지,
,,,,,,,,,,,,11,A,맞아 스마트폰을 볼 때는 눈에서 멀리 떨어뜨려 놓고 보는 게 좋대,
,,,,,,,,,,,,12,B,그럼 스마트폰을 볼 때는 항상 조심해야겠네,
,,,,,,,,,,,,13,A,맞아 그리고 노안을 의심할 만한 증상이 있다면 눈이 흐릿하게 보이거나 가까이에 있는 글씨나 사물이 흐릿하게 보이는 게라고 해,
,,,,,,,,,,,,14,B,그런 증상이 있다면 노안일 가능성이 높겠네,
,,,,,,,,,,,,15,A,맞아 그래서 노안 예방을 위해서는 눈 건강에 신경을 써야 해,
,,,,,,,,,,,,16,B,글쿠나 눈 건강을 위해서 선글라스를 착용하고 스마트폰 사용에도 조심해야겠네,글쿠나
079637,0094,여자,30,0112,남자,30,,,,건강 및 식음료,나트륨 섭취,1,A,추운날 국물이 당기지,
,,,,,,,,,,,,2,B,그래서 라면 먹을까?,
,,,,,,,,,,,,3,A,라면은 요로결석 유발,
,,,,,,,,,,,,4,B,나트륨이 많이 들어있지,
,,,,,,,,,,,,5,A,나트륨 섭취량 줄여야해,
,,,,,,,,,,,,6,B,우동도 나트륨 많아,
,,,,,,,,,,,,7,A,어묵도 조심해야겠다,
,,,,,,,,,,,,8,B,어묵도 나트륨 많아?,
,,,,,,,,,,,,9,A,웅웅 나트륨 함유돼,
,,,,,,,,,,,,10,B,나트륨 섭취량 줄여야겠다,
,,,,,,,,,,,,11,A,요로결석은 고통이 크지,
,,,,,,,,,,,,12,B,극심한 고통이 발생해,
,,,,,,,,,,,,13,A,요로결석 진료인원 증가,
,,,,,,,,,,,,14,B,겨울철에 많이 발생해,
,,,,,,,,,,,,15,A,건강을 위해 나트륨 줄여야해,
,,,,,,,,,,,,16,B,ㅇㅋㅇㅋ 건강이 중요해,
116649,0088,여자,20,0103,남자,20,,,,건강 및 식음료,물 피해 아토피 피부염,1,A,와 이거 봤어? 물 피해가 아토피 피부염에도 영향을 미친다는 연구결과가 나왔대,
,,,,,,,,,,,,2,B,렬루? 그럼 물 피해가 아토피 피부염을 악화시키는 원리가 뭔지 알려줘,렬루
,,,,,,,,,,,,3,A,아토피 피부염 증상을 악화시키는 건 침수나 누수 때문이래. 그리고 곰팡이나 얼룩도 물 피해의 대표적인 현상이라고 하더라,
,,,,,,,,,,,,4,B,"그럼 물 피해가 없어도 천장이나 벽, 창문 틈 등에서 이미 진행 중인 경우도 많다는 거지?",
,,,,,,,,,,,,5,A,그래. 물 피해가 없어도 물 피해 지점을 찾아 보수해야 한다고 하더라,
,,,,,,,,,,,,6,B,그럼 물 피해 지점을 어떻게 확인하지? 설문조사나 육안관찰 말고 다른 방법이 있을까?,
,,,,,,,,,,,,7,A,연구팀은 적외선 카메라를 사용해서 눈에 띄는 징후가 없어도 주변 온도보다 낮은 곳을 확인할 수 있다고 했어,
,,,,,,,,,,,,8,B,글쿠나. 그럼 물 피해 지점을 찾아서 보수하는 게 중요한 거네,글쿠나
,,,,,,,,,,,,9,A,맞아. 물 피해가 아토피 피부염을 악화시킨다는 건 첨 알았어,
,,,,,,,,,,,,10,B,나도 첨 들어봤어. 이런 연구 결과가 나온 건 첨이라고 하더라,
,,,,,,,,,,,,11,A,아토피 진단을 받은 아이들 가정을 연구팀이 조사한 거래. 그동안 설문조사나 육안관찰 말고 다른 방식을 사용한 거래,
,,,,,,,,,,,,12,B,연구 결과를 보면 물 피해가 호흡기 질환뿐만 아니라 아토피 피부염에도 영향을 미친다는 걸 알 수 있었네,
,,,,,,,,,,,,13,A,"맞아. 물 피해가 천식과 같은 호흡기 질환을 악화시킨다는 건 알려져 있었지만, 아토피 피부염과의 상관관계는 첨 알게 됐어",
,,,,,,,,,,,,14,B,이런 연구 결과가 나오면 물 피해에 대한 관심이 더 커질 것 같아,
,,,,,,,,,,,,15,A,맞아. 물 피해에 대한 예방과 보수가 더 중요해질 거야,
,,,,,,,,,,,,16,B,앞으로는 물 피해에 대한 대책을 더 강화해야겠다,
116425,0088,여자,20,0108,남자,20,,,,건강 및 식음료,속병,1,A,더운 날씨에 속이 안 좋아지는 거 같아,
,,,,,,,,,,,,2,B,나도 그래. 속이 더부룩하고 힘들어,
,,,,,,,,,,,,3,A,그래서 속병에 대해 알아봤어,
,,,,,,,,,,,,4,B,속병이 뭐임? 잘 모르겠어,
,,,,,,,,,,,,5,A,속병은 속이 안 좋아지는 질환이야,
,,,,,,,,,,,,6,B,글쿠나. 그럼 어떻게 예방할 수 있을까?,글쿠나
,,,,,,,,,,,,7,A,식사 환경과 생활습관을 개선하는 게 중요해,
,,,,,,,,,,,,8,B,그래. 규칙적인 식사와 운동도 필요하겠네,
,,,,,,,,,,,,9,A,맞아. 그리고 스트레스도 피하는 게 좋아,
,,,,,,,,,,,,10,B,스트레스는 레알루다가 안 좋아. 속에 영향을 주는 거 같아,레알
,,,,,,,,,,,,11,A,맞아. 그리고 속병은 대장내시경으로 확인할 수도 있어,
,,,,,,,,,,,,12,B,대장내시경은 불편하지 않을까? 꼭 해야 해?,
,,,,,,,,,,,,13,A,"불편하긴 하지만, 속병을 확인하는 데에는 도움이 돼",
,,,,,,,,,,,,14,B,글쿠나. 그럼 나도 한 번 해봐야겠어,글쿠나
,,,,,,,,,,,,15,A,그래. 건강한 속으로 여름을 보내자!,
,,,,,,,,,,,,16,B,응! 건강한 속으로 여름을 즐기자!,
182423,0001,남자,10,0143,여자,20,,,,건강 및 식음료,생존 건강,1,A,오늘 명품 건강법 출간 소식 봤어?,
,,,,,,,,,,,,2,B,응! 기대수명 100세 시대라고 하던데,
,,,,,,,,,,,,3,A,그래! 우리 사회는 초고령화 시대에 접어들었대,
,,,,,,,,,,,,4,B,무병장수를 꿈꾸지만 현실은 유병장수야,
,,,,,,,,,,,,5,A,맞아! 그래서 이 책에서는 올바른 건강의 개념을 제시하고 있대,
,,,,,,,,,,,,6,B,전인적 건강을 포괄해야 진짜 건강이라는 말이 있지,
,,,,,,,,,,,,7,A,맞아! 마음이 아프면 몸도 아프다는 말도 있어,
,,,,,,,,,,,,8,B,"긍정적 생각, 주도적인 자세, 함께하는 삶이 중요하다는 거지?",
,,,,,,,,,,,,9,A,정확히! 이 책에서는 그런 연구 사례도 소개하고 있어,
,,,,,,,,,,,,10,B,그럼 저자는 어떤 습관과 행동을 지적하고 있어?,
,,,,,,,,,,,,11,A,잘못된 건강상식과 내 몸을 망치는 습관을 지적하고 있어,
,,,,,,,,,,,,12,B,그러면 어떻게 건강을 경영할 수 있을까?,
,,,,,,,,,,,,13,A,"저자는 메타 건강, 건강스캐닝, 헬싱, 건강 자산이라는 패러다임을 제시하고 있어",
,,,,,,,,,,,,14,B,헐~ 그런 새로운 개념이 있었어?,
,,,,,,,,,,,,15,A,응! 이 책에서 그런 거 다루고 있어,
,,,,,,,,,,,,16,B,꼭 읽어봐야겠다!,
211064,0001,남자,10,0111,여자,10,,,,건강 및 식음료,새우깡,1,A,어제 새우깡 블랙 먹었어 ㅋㅋ,
,,,,,,,,,,,,2,B,오 짜짜? 어떰? ㅎㅎ,짜짜
,,,,,,,,,,,,3,A,짜짜 맛있었어! 생새우랑 트러플 맛이 잘 어울려서,짜짜
,,,,,,,,,,,,4,B,아 짜짜 궁금했는데! 어디에서 샀어?,짜짜
,,,,,,,,,,,,5,A,편의점에서 산 거야. 새우깡 코너에 있어서 바로 발견했어,
,,,,,,,,,,,,6,B,와 렬루다가? 내일 나도 사봐야겠다 ㅋㅋ,렬루
,,,,,,,,,,,,7,A,꼭 사먹어봐! 너도 좋아할 거 같아,
,,,,,,,,,,,,8,B,그럼 꼭 사먹어볼게! ㅎㅎ,
,,,,,,,,,,,,9,A,새우깡 블랙 먹으면 나중에 소개해줘!,
,,,,,,,,,,,,10,B,그래 그럼 맛있게 먹어볼게! ㅋㅋ,
,,,,,,,,,,,,11,A,잘 먹을게! ㅎㅎ,
,,,,,,,,,,,,12,B,고마워! ㅎㅎ,
,,,,,,,,,,,,13,A,어제 농심 인스타에서 새우깡 블랙 소개했어,
,,,,,,,,,,,,14,B,렬루? 난 못 봤는데,렬루
,,,,,,,,,,,,15,A,네이버에 검색해봐! 더 자세한 정보 있을 거야,
,,,,,,,,,,,,16,B,"알았어, 찾아볼게! 고마워!",
205150,0001,남자,10,0141,여자,20,,,,건강 및 식음료,변실금,1,A,변실금이 심각한 문제야,
,,,,,,,,,,,,2,B,웅웅 많은 사람들이 고통받고 있지,웅웅
,,,,,,,,,,,,3,A,변실금을 치료하는 방법은 뭐가 있을까?,
,,,,,,,,,,,,4,B,식생활 습관이나 운동으로 시작하는 거 같아,
,,,,,,,,,,,,5,A,"글쿠나, 그 외에는 어떤 치료법이 있을까?",글쿠나
,,,,,,,,,,,,6,B,약물 요법이나 수술도 있을 거야,
,,,,,,,,,,,,7,A,수술은 렬루 마지막 수단이겠지,렬루
,,,,,,,,,,,,8,B,변실금이 심하면 수술을 해야할 수도 있어,
,,,,,,,,,,,,9,A,"글쿠나, 괄약근 손상이 심하면 괄약근 복원술을 선행하는 거 맞지?",글쿠나
,,,,,,,,,,,,10,B,"맞아 그리고 골반 지지조직이 망가진 경우에는 골반, 회음 재건수술이 필요하다고 해",
,,,,,,,,,,,,11,A,변실금을 치료하려면 외과의사가 잘 해야하는 일이 많구나,
,,,,,,,,,,,,12,B,"마좌 해부학과 병태 생리에 대한 지식도 있어야 하고, 수술도 잘 할 줄 알아야 해",마좌
,,,,,,,,,,,,13,A,환자와 가족에 대한 교육과 상담도 중요한 역할이겠지,
,,,,,,,,,,,,14,B,맞아 변실금은 심각한 증상이니까 환자들의 걱정을 공감해줘야 해,
,,,,,,,,,,,,15,A,천수신경조절이라는 치료법도 있는데 효과가 좋다고 하더라,
,,,,,,,,,,,,16,B,변실금 치료에 신비의 묘약인 것 같아. 그래서 요실금 치료에서 시작한 거래,
087233,0098,여자,30,0115,남자,30,,,,건강 및 식음료,명절선물,1,A,추석이 한주 앞으로 다가왔어 ㅎㅎ,
,,,,,,,,,,,,2,B,응! 명절연휴 기대되지?,
,,,,,,,,,,,,3,A,그래! 명절연휴에는 선물도 많이 주고 받잖아,
,,,,,,,,,,,,4,B,맞아! 선물 고르기 전에는 건강도 확인해야 돼,
,,,,,,,,,,,,5,A,맞아! 명절선물로 과일을 주는 경우가 많은데,
,,,,,,,,,,,,6,B,과일은 건강에 킹갓인데 신장질환자는 조심해야 해,킹갓
,,,,,,,,,,,,7,A,그래! 신장질환자는 고칼륨혈증에 주의해야 해,
,,,,,,,,,,,,8,B,칼륨이 많은 과일은 피하고 껍질을 까서 먹어야 해,
,,,,,,,,,,,,9,A,글쿠나! 그럼 다른 명절선물은 어떰?,글쿠나
,,,,,,,,,,,,10,B,다른 명절선물은 건강에 안 좋은 건 없을까?,
,,,,,,,,,,,,11,A,음...알약이나 음료수는 피하는 게 좋을 것 같아,
,,,,,,,,,,,,12,B,그래! 알약이나 음료수는 명절선물로 안 주는 게 좋겠다,
,,,,,,,,,,,,13,A,맞아! 명절선물은 건강을 생각해서 골라야 해,
,,,,,,,,,,,,14,B,그래! 선물을 고를 때는 상대방의 건강을 생각해야지,
,,,,,,,,,,,,15,A,맞아! 그럼 건강에 좋은 선물을 골라야겠다,
,,,,,,,,,,,,16,B,그래! 건강에 좋은 선물은 항상 좋은 선택이야,
236519,0001,남자,20,0144,여자,20,,,,건강 및 식음료,자궁근종,1,A,헬롱! 자궁근종에 대해 들어봄?,
,,,,,,,,,,,,2,B,"응, 약간 들어봤는데 뭐야 그거?",
,,,,,,,,,,,,3,A,자궁근종은 여성들이 자주 가지는 질환 중 하나래.,
,,,,,,,,,,,,4,B,레알? 자궁이랑 무슨 관련이 있는 거야?,레알
,,,,,,,,,,,,5,A,"자궁은 생식기관으로, 근종이 생기면 자궁근종이라고 해.",
,,,,,,,,,,,,6,B,그래서 자궁근종은 치료해야 되는 거야?,
,,,,,,,,,,,,7,A,"아니, 치료가 필요한 경우는 30%에 불과해.",
,,,,,,,,,,,,8,B,글쿠나. 그럼 작은 근종이나 증상 없는 근종은 치료 안 해도 되는 거야?,글쿠나
,,,,,,,,,,,,9,A,그렇지! 증상이 없고 크지 않은 근종은 추적 관찰하면 돼.,
,,,,,,,,,,,,10,B,근종이 빈뇨나 변비를 유발할 수도 있다고 들었어.,
,,,,,,,,,,,,11,A,마좌 좁은 공간에 큰 근종이 생기면 주변 장기를 눌러 문제를 일으킬 수 있어.,마좌
,,,,,,,,,,,,12,B,그러면 자궁근종이 생기면 어떻게 해야 하지?,
,,,,,,,,,,,,13,A,자궁근종은 의사와 상담하고 상황에 따라 결정하는 게 굿굿!,
,,,,,,,,,,,,14,B,웅웅 일단 의사와 이야기 해봐야겠다.,웅웅
,,,,,,,,,,,,15,A,그래! 건강을 위해서 꼭 상담해봐!,
,,,,,,,,,,,,16,B,"알았어, 고마워!",
210809,0001,남자,10,0117,여자,10,,,,건강 및 식음료,플레이버타운,1,A,플레이버타운에 고고싱!,고고싱
,,,,,,,,,,,,2,B,플레이버타운? 뭐하는 곳이야?,
,,,,,,,,,,,,3,A,"음식과 카페, 공연장이 있는 곳이야",
,,,,,,,,,,,,4,B,음식이 맛있는 거야?,
